"col" "row" "value" "Study" "Time_series" "Time_since_dist" "Time_since_dist." "Rank" "Rank." "Disturbance" "Time_series." "Environment" "Experimental_unit" "Experimental_unit." "Selective_Factor" "Time_series_Time" "Time"
"8804" "Plq-D0-27" "Plq-D0-23" 0.447615296291275 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "27" "23" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"8819" "Plq-D0-28" "Plq-D0-23" 0.473564896664222 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "28" "23" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"8822" "Plq-D0-29" "Plq-D0-23" 0.379677825867584 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "29" "23" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"8832" "Plq-D0-30" "Plq-D0-23" 0.415669676531946 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "30" "23" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"8842" "Plq-D0-31" "Plq-D0-23" 0.436671779437131 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "31" "23" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"8852" "Plq-D0-32" "Plq-D0-23" 0.38189453991215 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "32" "23" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"9518" "Plq-D0-26" "Plq-D0-24" 0.40732167050554 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "26" "24" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"9524" "Plq-D0-27" "Plq-D0-24" 0.544218113148157 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "27" "24" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"9534" "Plq-D0-28" "Plq-D0-24" 0.444721985409409 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "28" "24" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"9544" "Plq-D0-29" "Plq-D0-24" 0.433692855517142 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "29" "24" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"9554" "Plq-D0-30" "Plq-D0-24" 0.363880716083512 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "30" "24" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"9565" "Plq-D0-31" "Plq-D0-24" 0.351199740270814 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "31" "24" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"9575" "Plq-D0-32" "Plq-D0-24" 0.391073610447698 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "32" "24" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"10242" "Plq-D0-27" "Plq-D0-26" 0.51679185136064 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "27" "26" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"10252" "Plq-D0-28" "Plq-D0-26" 0.45505460071748 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "28" "26" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"10262" "Plq-D0-29" "Plq-D0-26" 0.452169950749063 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "29" "26" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"10273" "Plq-D0-30" "Plq-D0-26" 0.437267042445685 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "30" "26" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"10283" "Plq-D0-31" "Plq-D0-26" 0.425139138434973 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "31" "26" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"10293" "Plq-D0-32" "Plq-D0-26" 0.463661547196805 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "32" "26" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"10972" "Plq-D0-28" "Plq-D0-27" 0.48683167400373 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "28" "27" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"10982" "Plq-D0-29" "Plq-D0-27" 0.480392557656565 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "29" "27" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"10991" "Plq-D0-30" "Plq-D0-27" 0.497299403117185 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "30" "27" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"11001" "Plq-D0-31" "Plq-D0-27" 0.498853362137083 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "31" "27" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"11011" "Plq-D0-32" "Plq-D0-27" 0.476900790049031 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "32" "27" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"11701" "Plq-D0-29" "Plq-D0-28" 0.473268473081055 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "29" "28" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"117110" "Plq-D0-30" "Plq-D0-28" 0.440486519776145 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "30" "28" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"11722" "Plq-D0-31" "Plq-D0-28" 0.433921977708598 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "31" "28" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"11732" "Plq-D0-32" "Plq-D0-28" 0.436881950673795 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "32" "28" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"12432" "Plq-D0-30" "Plq-D0-29" 0.405695641063636 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "30" "29" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"12442" "Plq-D0-31" "Plq-D0-29" 0.433574938380241 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "31" "29" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"12452" "Plq-D0-32" "Plq-D0-29" 0.398266500196133 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "32" "29" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"13164" "Plq-D0-31" "Plq-D0-30" 0.377641638983463 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "31" "30" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"13174" "Plq-D0-32" "Plq-D0-30" 0.332722585223278 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "32" "30" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"13892" "Plq-D0-32" "Plq-D0-31" 0.39973549089969 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "32" "31" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"15351" "Plq-D28-11" "Plq-D28-10" 0.766079600688009 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "11" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15361" "Plq-D28-12" "Plq-D28-10" 0.788567483792956 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "12" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15371" "Plq-D28-13" "Plq-D28-10" 0.780920949277378 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "13" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15381" "Plq-D28-14" "Plq-D28-10" 0.510191750292964 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "14" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15392" "Plq-D28-15" "Plq-D28-10" 0.804620125247429 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "15" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15402" "Plq-D28-16" "Plq-D28-10" 0.794392328496079 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "16" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15418" "Plq-D28-17" "Plq-D28-10" 0.804459521693976 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "17" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15421" "Plq-D28-18" "Plq-D28-10" 0.815338347919486 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "18" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15431" "Plq-D28-19" "Plq-D28-10" 0.771840511886737 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "19" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15441" "Plq-D28-1" "Plq-D28-10" 0.783881377548789 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "1" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15451" "Plq-D28-20" "Plq-D28-10" 0.796448693042903 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "20" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15461" "Plq-D28-21" "Plq-D28-10" 0.809313677452787 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "21" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15471" "Plq-D28-23" "Plq-D28-10" 0.790382525403672 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "23" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15481" "Plq-D28-24" "Plq-D28-10" 0.805277614140955 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "24" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15491" "Plq-D28-26" "Plq-D28-10" 0.823544403851474 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "26" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15501" "Plq-D28-27" "Plq-D28-10" 0.805232266516674 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "27" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15519" "Plq-D28-28" "Plq-D28-10" 0.813496009150175 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "28" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15522" "Plq-D28-29" "Plq-D28-10" 0.509165350271327 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "29" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15532" "Plq-D28-2" "Plq-D28-10" 0.770968666677549 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "2" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15542" "Plq-D28-30" "Plq-D28-10" 0.76064258672726 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "30" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15552" "Plq-D28-31" "Plq-D28-10" 0.793668269051794 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "31" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15562" "Plq-D28-32" "Plq-D28-10" 0.740787794798039 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "32" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15572" "Plq-D28-3" "Plq-D28-10" 0.783651590314358 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "3" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15582" "Plq-D28-4" "Plq-D28-10" 0.806212910038737 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "4" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15592" "Plq-D28-5" "Plq-D28-10" 0.778858855677916 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "5" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15603" "Plq-D28-6" "Plq-D28-10" 0.787923147176904 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "6" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15614" "Plq-D28-7" "Plq-D28-10" 0.81643242728288 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "7" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15622" "Plq-D28-8" "Plq-D28-10" 0.818059250023451 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "8" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"15632" "Plq-D28-9" "Plq-D28-10" 0.788552372053208 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "9" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16081" "Plq-D28-12" "Plq-D28-11" 0.445388129527335 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "12" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16091" "Plq-D28-13" "Plq-D28-11" 0.454178304318334 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "13" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16102" "Plq-D28-14" "Plq-D28-11" 0.803090169118891 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "14" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16115" "Plq-D28-15" "Plq-D28-11" 0.512158820910225 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "15" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16121" "Plq-D28-16" "Plq-D28-11" 0.404854812006972 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "16" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16131" "Plq-D28-17" "Plq-D28-11" 0.513157916692998 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "17" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16142" "Plq-D28-18" "Plq-D28-11" 0.561299407996772 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "18" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16152" "Plq-D28-19" "Plq-D28-11" 0.422986303768713 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "19" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16162" "Plq-D28-1" "Plq-D28-11" 0.511808049604111 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "1" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16172" "Plq-D28-20" "Plq-D28-11" 0.627920150427145 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "20" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16182" "Plq-D28-21" "Plq-D28-11" 0.504384723736703 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "21" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16192" "Plq-D28-23" "Plq-D28-11" 0.440168836572301 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "23" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16202" "Plq-D28-24" "Plq-D28-11" 0.621129920806143 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "24" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16215" "Plq-D28-26" "Plq-D28-11" 0.550948766353817 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "26" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16223" "Plq-D28-27" "Plq-D28-11" 0.51470207303951 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "27" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16233" "Plq-D28-28" "Plq-D28-11" 0.543705220510122 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "28" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16243" "Plq-D28-29" "Plq-D28-11" 0.81668577455258 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "29" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16253" "Plq-D28-2" "Plq-D28-11" 0.545628416865694 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "2" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16263" "Plq-D28-30" "Plq-D28-11" 0.504625966729902 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "30" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16273" "Plq-D28-31" "Plq-D28-11" 0.558711691892987 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "31" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
"16282" "Plq-D28-32" "Plq-D28-11" 0.579807186257185 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 28 3 3 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "32" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 28
