"Observed" "Shannon" "Simpson" "Hill_Simpson" "Study" "Environment" "Environment_Sub" "Extraction_Kit" "DNA_Fragment" "Time_since_dist" "Disturbance" "Experimental_Unit_ID" "Selective_Factor" "Legacy" "Keep" "StudyxDisturbance" "repID" "Time_series" "Time_series_Time" "sample_sums" "Design" "Rank"
"X280.266_R1" 205 4.48424876566163 0.974474666666667 39.1767655662349 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 12 "Cip_C.diff" "7" "Death_Invasion" NA TRUE "Jurburg_Pigs.Cip_C.diff" "Jurburg_Pigs.Cip_C.diff.12.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces.12" 13197 "LongitudinalRepeated" 14
"X280.267_R1" 214 4.60209422779937 0.976186666666667 41.993281075028 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 12 "Cip_C.diff" "8" "Death_Invasion" NA TRUE "Jurburg_Pigs.Cip_C.diff" "Jurburg_Pigs.Cip_C.diff.12.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces.12" 15630 "LongitudinalRepeated" 14
"X280.268_R1" 234 4.83833949786911 0.986742222222222 75.4274220583305 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 12 "Cip_C.diff" "9" "Death_Invasion" NA TRUE "Jurburg_Pigs.Cip_C.diff" "Jurburg_Pigs.Cip_C.diff.12.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces.12" 16596 "LongitudinalRepeated" 14
"X280.269_R1" 183 4.34542023170057 0.975052444444444 40.0840875080168 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 12 "Cip_C.diff" "10" "Death_Invasion" NA TRUE "Jurburg_Pigs.Cip_C.diff" "Jurburg_Pigs.Cip_C.diff.12.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces.12" 21340 "LongitudinalRepeated" 14
"X280.277_R1" 230 4.5813744910804 0.979019555555556 47.6634326144982 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 12 "Cip" "16" "Death" NA TRUE "Jurburg_Pigs.Cip" "Jurburg_Pigs.Cip.12.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces.12" 32625 "LongitudinalRepeated" 14
"X280.278_R1" 181 4.34203602644039 0.971744 35.3907134767837 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 12 "Cip" "17" "Death" NA TRUE "Jurburg_Pigs.Cip" "Jurburg_Pigs.Cip.12.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces.12" 16572 "LongitudinalRepeated" 14
"X280.279_R1" 220 4.50305264568852 0.976314666666667 42.22022067102 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 12 "Cip" "18" "Death" NA TRUE "Jurburg_Pigs.Cip" "Jurburg_Pigs.Cip.12.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces.12" 19228 "LongitudinalRepeated" 14
"X280.280_R1" 233 4.59745230459312 0.978446222222222 46.3955790168261 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 12 "Cip" "19" "Death" NA TRUE "Jurburg_Pigs.Cip" "Jurburg_Pigs.Cip.12.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces.12" 22986 "LongitudinalRepeated" 14
"X280.281_R1" 201 4.46656768221691 0.975984 41.63890739507 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 12 "Cip" "20" "Death" NA TRUE "Jurburg_Pigs.Cip" "Jurburg_Pigs.Cip.12.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces.12" 16260 "LongitudinalRepeated" 14
"X280.290_R1" 273 4.57417080591925 0.972225777777778 36.0046085898995 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 13 "Cip_C.diff" "7" "Death_Invasion" NA TRUE "Jurburg_Pigs.Cip_C.diff" "Jurburg_Pigs.Cip_C.diff.13.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces.13" 48443 "LongitudinalRepeated" 15
"X280.291_R1" 290 4.79507665723998 0.980806222222222 52.1002176631316 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 13 "Cip_C.diff" "8" "Death_Invasion" NA TRUE "Jurburg_Pigs.Cip_C.diff" "Jurburg_Pigs.Cip_C.diff.13.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces.13" 56953 "LongitudinalRepeated" 15
"X280.292_R1" 298 4.94385327042173 0.985056 66.9164882226981 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 13 "Cip_C.diff" "9" "Death_Invasion" NA TRUE "Jurburg_Pigs.Cip_C.diff" "Jurburg_Pigs.Cip_C.diff.13.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces.13" 56140 "LongitudinalRepeated" 15
"X280.293_R1" 216 4.31309666082067 0.966074666666667 29.4764974060682 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 13 "Cip_C.diff" "10" "Death_Invasion" NA TRUE "Jurburg_Pigs.Cip_C.diff" "Jurburg_Pigs.Cip_C.diff.13.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces.13" 73245 "LongitudinalRepeated" 15
"X280.295_R1" 261 4.79093588705269 0.983622222222222 61.0583446404342 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 14 "Cip_C.diff" "7" "Death_Invasion" NA TRUE "Jurburg_Pigs.Cip_C.diff" "Jurburg_Pigs.Cip_C.diff.14.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces.14" 35406 "LongitudinalRepeated" 16
"X280.296_R1" 241 4.63038269475736 0.979407111111111 48.5604523675918 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 14 "Cip_C.diff" "8" "Death_Invasion" NA TRUE "Jurburg_Pigs.Cip_C.diff" "Jurburg_Pigs.Cip_C.diff.14.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces.14" 35794 "LongitudinalRepeated" 16
"X280.297_R1" 333 5.06961039097225 0.988338666666667 85.7534873084839 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 14 "Cip_C.diff" "9" "Death_Invasion" NA TRUE "Jurburg_Pigs.Cip_C.diff" "Jurburg_Pigs.Cip_C.diff.14.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces.14" 175660 "LongitudinalRepeated" 16
"X280.298_R1" 195 4.15238083603688 0.967489777777778 30.759555968721 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 14 "Cip_C.diff" "10" "Death_Invasion" NA TRUE "Jurburg_Pigs.Cip_C.diff" "Jurburg_Pigs.Cip_C.diff.14.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces.14" 185889 "LongitudinalRepeated" 16
"X280.306_R1" 190 4.31537259644197 0.972923555555556 36.9324710285283 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 14 "Cip" "16" "Death" NA TRUE "Jurburg_Pigs.Cip" "Jurburg_Pigs.Cip.14.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces.14" 35730 "LongitudinalRepeated" 16
"X280.307_R1" 224 4.42432375920451 0.973858666666667 38.2535958380088 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 14 "Cip" "17" "Death" NA TRUE "Jurburg_Pigs.Cip" "Jurburg_Pigs.Cip.14.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces.14" 85362 "LongitudinalRepeated" 16
"X280.308_R1" 279 4.90739258661792 0.986438222222222 73.7366454742086 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 14 "Cip" "18" "Death" NA TRUE "Jurburg_Pigs.Cip" "Jurburg_Pigs.Cip.14.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces.14" 56567 "LongitudinalRepeated" 16
"X280.310_R1" 315 4.9794393238719 0.987216 78.2227784730914 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 14 "Cip" "20" "Death" NA TRUE "Jurburg_Pigs.Cip" "Jurburg_Pigs.Cip.14.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces.14" 182579 "LongitudinalRepeated" 16
"X280.314_R1" 242 4.64921390585649 0.981411555555556 53.7968630451415 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 15 "Cip_C.diff" "7" "Death_Invasion" NA TRUE "Jurburg_Pigs.Cip_C.diff" "Jurburg_Pigs.Cip_C.diff.15.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces.15" 26733 "LongitudinalRepeated" 17
"X280.315_R1" 257 4.75973561564871 0.984838222222222 65.9553262590139 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 15 "Cip_C.diff" "8" "Death_Invasion" NA TRUE "Jurburg_Pigs.Cip_C.diff" "Jurburg_Pigs.Cip_C.diff.15.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces.15" 70651 "LongitudinalRepeated" 17
"X280.316_R1" 268 4.88900948298734 0.985022222222222 66.7655786350148 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 15 "Cip_C.diff" "9" "Death_Invasion" NA TRUE "Jurburg_Pigs.Cip_C.diff" "Jurburg_Pigs.Cip_C.diff.15.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces.15" 24094 "LongitudinalRepeated" 17
"X280.317_R1" 220 4.2617486888917 0.971304888888889 34.849141936683 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 15 "Cip_C.diff" "10" "Death_Invasion" NA TRUE "Jurburg_Pigs.Cip_C.diff" "Jurburg_Pigs.Cip_C.diff.15.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces" "Jurburg_Pigs.Cip_C.diff.Pig_feces.15" 98880 "LongitudinalRepeated" 17
"X280.325_R1" 215 4.31831394541097 0.956759111111111 23.1262590963286 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 15 "Cip" "16" "Death" NA TRUE "Jurburg_Pigs.Cip" "Jurburg_Pigs.Cip.15.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces.15" 36796 "LongitudinalRepeated" 17
"X280.326_R1" 206 4.415905893853 0.976559111111111 42.6604982746199 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 15 "Cip" "17" "Death" NA TRUE "Jurburg_Pigs.Cip" "Jurburg_Pigs.Cip.15.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces.15" 44169 "LongitudinalRepeated" 17
"X280.327_R1" 246 4.56606073103809 0.975248888888889 40.4022266115999 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 15 "Cip" "18" "Death" NA TRUE "Jurburg_Pigs.Cip" "Jurburg_Pigs.Cip.15.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces.15" 48695 "LongitudinalRepeated" 17
"X280.328_R1" 216 4.42461447345456 0.974316444444444 38.935419118156 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 15 "Cip" "19" "Death" NA TRUE "Jurburg_Pigs.Cip" "Jurburg_Pigs.Cip.15.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces.15" 34285 "LongitudinalRepeated" 17
"X280.329_R1" 251 4.65342777205815 0.981051555555556 52.7747806914669 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 15 "Cip" "20" "Death" NA TRUE "Jurburg_Pigs.Cip" "Jurburg_Pigs.Cip.15.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces.15" 55023 "LongitudinalRepeated" 17
"X280.349_R1" 262 4.83157935950464 0.985203555555556 67.5838039168569 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 13 "Cip" "16" "Death" NA TRUE "Jurburg_Pigs.Cip" "Jurburg_Pigs.Cip.13.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces.13" 36260 "LongitudinalRepeated" 15
"X280.350_R1" 174 4.42303723489354 0.979324444444444 48.3662940670679 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 13 "Cip" "17" "Death" NA TRUE "Jurburg_Pigs.Cip" "Jurburg_Pigs.Cip.13.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces.13" 16797 "LongitudinalRepeated" 15
"X280.351_R1" 254 4.89782417867746 0.987855111111111 82.3391641659958 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 13 "Cip" "18" "Death" NA TRUE "Jurburg_Pigs.Cip" "Jurburg_Pigs.Cip.13.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces.13" 21303 "LongitudinalRepeated" 15
"X280.352_R1" 253 4.69580745063448 0.978048 45.5539358600583 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 13 "Cip" "19" "Death" NA TRUE "Jurburg_Pigs.Cip" "Jurburg_Pigs.Cip.13.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces.13" 39132 "LongitudinalRepeated" 15
"X280.353_R1" 277 4.81048208981455 0.982750222222222 57.9717613109348 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 13 "Cip" "20" "Death" NA TRUE "Jurburg_Pigs.Cip" "Jurburg_Pigs.Cip.13.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces" "Jurburg_Pigs.Cip.Pig_feces.13" 61725 "LongitudinalRepeated" 15
"Kennedy0.51" 105 3.79050662970336 0.959269333333333 24.5515254681158 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 2 "0.5 TCC" "2" "Death" NA TRUE "Kennedy.0.5 TCC" "Kennedy.0.5 TCC.2.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces.2" 48826 "LongitudinalRepeated" 3
"Kennedy0.52" 84 3.27809303321156 0.926990222222222 13.6967955585858 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" -0.1 "0.5 TCC" "1" "Death" "1" TRUE "Kennedy.0.5 TCC" "Kennedy.0.5 TCC.-0.1.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces.-0.1" 64510 "LongitudinalRepeated" 1
"Kennedy0.53" 91 3.44128432703877 0.933032 14.9325050770517 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 12 "0.2 TCC" "10" "Death" NA TRUE "Kennedy.0.2 TCC" "Kennedy.0.2 TCC.12.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces.12" 56685 "LongitudinalRepeated" 7
"Kennedy0.54" 66 2.88554489039605 0.889412444444444 9.04260877253619 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 28 "0.5 TCC" "3" "Death" NA TRUE "Kennedy.0.5 TCC" "Kennedy.0.5 TCC.28.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces.28" 40659 "LongitudinalRepeated" 8
"Kennedy0.55" 95 3.52454415969982 0.944703111111111 18.0842000353647 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 5 "0.5 TCC" "4" "Death" NA TRUE "Kennedy.0.5 TCC" "Kennedy.0.5 TCC.5.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces.5" 55128 "LongitudinalRepeated" 4
"Kennedy0.56" 94 3.51121335415179 0.949025777777778 19.617758867227 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 0 "0.5 TCC" "4" "Death" NA TRUE "Kennedy.0.5 TCC" "Kennedy.0.5 TCC.0.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces.0" 90365 "LongitudinalRepeated" 2
"Kennedy0.57" 86 3.23897258496129 0.925408 13.4062634062634 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 12 "0.5 TCC" "3" "Death" NA TRUE "Kennedy.0.5 TCC" "Kennedy.0.5 TCC.12.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces.12" 47514 "LongitudinalRepeated" 7
"Kennedy0.58" 111 3.7405252501777 0.960900444444444 25.5757382863119 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 28 "0.5 TCC" "3" "Death" NA TRUE "Kennedy.0.5 TCC" "Kennedy.0.5 TCC.28.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces.28" 73730 "LongitudinalRepeated" 8
"Kennedy0.59" 94 3.63502317736774 0.960487111111111 25.3081976064069 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 8 "0.5 TCC" "2" "Death" NA TRUE "Kennedy.0.5 TCC" "Kennedy.0.5 TCC.8.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces.8" 69973 "LongitudinalRepeated" 5
"Kennedy0.510" 81 3.15711381459812 0.903991111111111 10.4157022497917 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 2 "0.2 TCC" "11" "Death" NA TRUE "Kennedy.0.2 TCC" "Kennedy.0.2 TCC.2.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces.2" 89928 "LongitudinalRepeated" 3
"Kennedy0.511" 100 3.64487132161359 0.951755555555556 20.7277752187932 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 0 "0.5 TCC" "12" "Death" NA TRUE "Kennedy.0.5 TCC" "Kennedy.0.5 TCC.0.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces.0" 68736 "LongitudinalRepeated" 2
"Kennedy0.512" 76 2.91421716882082 0.899450666666667 9.94536678512704 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 2 "0.5 TCC" "2" "Death" NA TRUE "Kennedy.0.5 TCC" "Kennedy.0.5 TCC.2.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces.2" 115039 "LongitudinalRepeated" 3
"Kennedy0.513" 97 3.29829120584932 0.920464 12.5729229531281 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 2 "0.2 TCC" "8" "Death" NA TRUE "Kennedy.0.2 TCC" "Kennedy.0.2 TCC.2.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces.2" 75483 "LongitudinalRepeated" 3
"Kennedy0.514" 102 3.72744337702609 0.948636444444444 19.4690571784577 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 2 "0.2 TCC" "9" "Death" NA TRUE "Kennedy.0.2 TCC" "Kennedy.0.2 TCC.2.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces.2" 29252 "LongitudinalRepeated" 3
"Kennedy0.515" 91 3.72640658695123 0.957900444444444 23.7532198809172 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 12 "0.2 TCC" "11" "Death" NA TRUE "Kennedy.0.2 TCC" "Kennedy.0.2 TCC.12.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces.12" 41566 "LongitudinalRepeated" 7
"Kennedy0.516" 66 3.26832034617999 0.939259555555556 16.4634949438778 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 8 "0.5 TCC" "12" "Death" NA TRUE "Kennedy.0.5 TCC" "Kennedy.0.5 TCC.8.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces.8" 25451 "LongitudinalRepeated" 5
"Kennedy0.517" 107 3.81189084046711 0.965086222222222 28.6419878812567 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 8 "0.2 TCC" "8" "Death" NA TRUE "Kennedy.0.2 TCC" "Kennedy.0.2 TCC.8.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces.8" 113600 "LongitudinalRepeated" 5
"Kennedy0.518" 89 3.56224204294154 0.951013333333333 20.4137180185084 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 11 "0.2 TCC" "8" "Death" NA TRUE "Kennedy.0.2 TCC" "Kennedy.0.2 TCC.11.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces.11" 46694 "LongitudinalRepeated" 6
"Kennedy0.519" 81 3.08149097161779 0.909372444444444 11.0341716034368 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 28 "0.2 TCC" "11" "Death" NA TRUE "Kennedy.0.2 TCC" "Kennedy.0.2 TCC.28.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces.28" 65834 "LongitudinalRepeated" 8
"Kennedy0.520" 93 3.35294571358106 0.922828444444444 12.9581423207169 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 5 "0.5 TCC" "3" "Death" NA TRUE "Kennedy.0.5 TCC" "Kennedy.0.5 TCC.5.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces.5" 40562 "LongitudinalRepeated" 4
"Kennedy0.521" 129 3.96764508318578 0.966539555555556 29.886034588104 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" -0.1 "0.5 TCC" "7" "Death" "1" TRUE "Kennedy.0.5 TCC" "Kennedy.0.5 TCC.-0.1.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces.-0.1" 71130 "LongitudinalRepeated" 1
"Kennedy0.522" 103 3.63252949733112 0.951275555555556 20.5235793122321 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 0 "0.2 TCC" "8" "Death" NA TRUE "Kennedy.0.2 TCC" "Kennedy.0.2 TCC.0.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces.0" 65475 "LongitudinalRepeated" 2
"Kennedy0.523" 99 3.63961543649794 0.945292444444444 18.2790108211744 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 11 "0.2 TCC" "11" "Death" NA TRUE "Kennedy.0.2 TCC" "Kennedy.0.2 TCC.11.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces.11" 37981 "LongitudinalRepeated" 6
"Kennedy0.524" 95 3.62100283718971 0.954518222222222 21.9868274473782 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 8 "0.5 TCC" "4" "Death" NA TRUE "Kennedy.0.5 TCC" "Kennedy.0.5 TCC.8.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces.8" 61653 "LongitudinalRepeated" 5
"Kennedy0.525" 85 3.54941366494693 0.951438222222222 20.5923268414116 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 11 "0.5 TCC" "2" "Death" NA TRUE "Kennedy.0.5 TCC" "Kennedy.0.5 TCC.11.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces" "Kennedy.0.5 TCC.Rat_Feces.11" 40401 "LongitudinalRepeated" 6
"Kennedy0.526" 99 3.26119032691225 0.915561777777778 11.842977903635 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 2 "0.2 TCC" "9" "Death" NA TRUE "Kennedy.0.2 TCC" "Kennedy.0.2 TCC.2.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces.2" 81390 "LongitudinalRepeated" 3
"Kennedy0.527" 110 3.8937913041925 0.968224888888889 31.471172406076 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 8 "0.2 TCC" "9" "Death" NA TRUE "Kennedy.0.2 TCC" "Kennedy.0.2 TCC.8.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces.8" 77003 "LongitudinalRepeated" 5
"Kennedy0.528" 87 3.44620344451618 0.938472888888889 16.2529977751452 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 12 "0.2 TCC" "8" "Death" NA TRUE "Kennedy.0.2 TCC" "Kennedy.0.2 TCC.12.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces.12" 34542 "LongitudinalRepeated" 7
"Kennedy0.529" 106 3.88776338295366 0.966019555555556 29.4286910118238 "Kennedy" "Mammal" "Rat_Feces" "QIAMP_Stool_mini" "515F_806R" 0 "0.2 TCC" "10" "Death" NA TRUE "Kennedy.0.2 TCC" "Kennedy.0.2 TCC.0.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces" "Kennedy.0.2 TCC.Rat_Feces.0" 35646 "LongitudinalRepeated" 2
