"Observed" "Shannon" "Simpson" "Hill_Simpson" "Study" "Environment" "Environment_Sub" "Extraction_Kit" "DNA_Fragment" "Time_since_dist" "Disturbance" "Experimental_Unit_ID" "Selective_Factor" "Legacy" "Keep" "StudyxDisturbance" "repID" "Time_series" "Time_series_Time" "sample_sums" "Design" "Rank"
"Fuentes.Bact113" 80 1.89714718577364 0.577953777777778 2.36940872195147 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 49 "Diesel_Bact1" "4" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact1" "Fuentes.Diesel_Bact1.49.Soil" "Fuentes.Diesel_Bact1.Soil" "Fuentes.Diesel_Bact1.Soil.49" 25710 "LongitudinalRepeated" 7
"Fuentes.Bact114" 72 1.53833106718538 0.471043555555556 1.89051482499714 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 49 "Diesel_Bact1" "5" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact1" "Fuentes.Diesel_Bact1.49.Soil" "Fuentes.Diesel_Bact1.Soil" "Fuentes.Diesel_Bact1.Soil.49" 27383 "LongitudinalRepeated" 7
"Fuentes.Bact115" 63 1.55246518527126 0.477794666666667 1.91495554749856 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 49 "Diesel_Bact1" "6" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact1" "Fuentes.Diesel_Bact1.49.Soil" "Fuentes.Diesel_Bact1.Soil" "Fuentes.Diesel_Bact1.Soil.49" 23494 "LongitudinalRepeated" 7
"Fuentes.Bact118" 64 1.59592264339983 0.495042666666667 1.98036533779752 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 59.5 "Diesel_Bact1" "4" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact1" "Fuentes.Diesel_Bact1.59.5.Soil" "Fuentes.Diesel_Bact1.Soil" "Fuentes.Diesel_Bact1.Soil.59.5" 24692 "LongitudinalRepeated" 8
"Fuentes.Bact119" 81 1.80139531992867 0.542579555555555 2.18617250747185 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 59.5 "Diesel_Bact1" "5" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact1" "Fuentes.Diesel_Bact1.59.5.Soil" "Fuentes.Diesel_Bact1.Soil" "Fuentes.Diesel_Bact1.Soil.59.5" 24597 "LongitudinalRepeated" 8
"Fuentes.Bact120" 76 1.79839835633258 0.543819555555556 2.19211501101903 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 59.5 "Diesel_Bact1" "6" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact1" "Fuentes.Diesel_Bact1.59.5.Soil" "Fuentes.Diesel_Bact1.Soil" "Fuentes.Diesel_Bact1.Soil.59.5" 18533 "LongitudinalRepeated" 8
"Fuentes.Bact125" 76 2.04614264385761 0.617550222222222 2.61472239782827 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 77 "Diesel_Bact1" "4" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact1" "Fuentes.Diesel_Bact1.77.Soil" "Fuentes.Diesel_Bact1.Soil" "Fuentes.Diesel_Bact1.Soil.77" 16501 "LongitudinalRepeated" 9
"Fuentes.Bact126" 60 1.73880278409108 0.546388444444444 2.20452937706858 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 77 "Diesel_Bact1" "5" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact1" "Fuentes.Diesel_Bact1.77.Soil" "Fuentes.Diesel_Bact1.Soil" "Fuentes.Diesel_Bact1.Soil.77" 15349 "LongitudinalRepeated" 9
"Fuentes.Bact127" 117 2.57910893877153 0.731192888888889 3.72013967884447 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 77 "Diesel_Bact1" "6" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact1" "Fuentes.Diesel_Bact1.77.Soil" "Fuentes.Diesel_Bact1.Soil" "Fuentes.Diesel_Bact1.Soil.77" 21075 "LongitudinalRepeated" 9
"Fuentes.Bact130" 387 5.5597406043415 0.993888 163.612565445026 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" -0.1 "Diesel_Bact1" "3" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact1" "Fuentes.Diesel_Bact1.-0.1.Soil" "Fuentes.Diesel_Bact1.Soil" "Fuentes.Diesel_Bact1.Soil.-0.1" 24705 "LongitudinalRepeated" 1
"Fuentes.Bact131" 361 5.31715515971377 0.987454222222222 79.708091256908 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 0 "Diesel_Bact1" "4" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact1" "Fuentes.Diesel_Bact1.0.Soil" "Fuentes.Diesel_Bact1.Soil" "Fuentes.Diesel_Bact1.Soil.0" 26453 "LongitudinalRepeated" 2
"Fuentes.Bact132" 337 5.2779389516225 0.988260444444444 85.1821004013023 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 0 "Diesel_Bact1" "5" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact1" "Fuentes.Diesel_Bact1.0.Soil" "Fuentes.Diesel_Bact1.Soil" "Fuentes.Diesel_Bact1.Soil.0" 20668 "LongitudinalRepeated" 2
"Fuentes.Bact133" 368 5.38629112756913 0.989688888888889 96.9827586206897 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 0 "Diesel_Bact1" "6" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact1" "Fuentes.Diesel_Bact1.0.Soil" "Fuentes.Diesel_Bact1.Soil" "Fuentes.Diesel_Bact1.Soil.0" 24771 "LongitudinalRepeated" 2
"Fuentes.Bact134" 347 5.09861271210487 0.976496888888889 42.547558715631 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 3.5 "Diesel_Bact1" "4" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact1" "Fuentes.Diesel_Bact1.3.5.Soil" "Fuentes.Diesel_Bact1.Soil" "Fuentes.Diesel_Bact1.Soil.3.5" 24260 "LongitudinalRepeated" 3
"Fuentes.Bact135" 335 5.01287297826303 0.973386666666667 37.5751503006012 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 3.5 "Diesel_Bact1" "5" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact1" "Fuentes.Diesel_Bact1.3.5.Soil" "Fuentes.Diesel_Bact1.Soil" "Fuentes.Diesel_Bact1.Soil.3.5" 22779 "LongitudinalRepeated" 3
"Fuentes.Bact136" 329 5.09671874092838 0.979421333333333 48.5940132175716 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 3.5 "Diesel_Bact1" "6" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact1" "Fuentes.Diesel_Bact1.3.5.Soil" "Fuentes.Diesel_Bact1.Soil" "Fuentes.Diesel_Bact1.Soil.3.5" 23003 "LongitudinalRepeated" 3
"Fuentes.Bact21" 325 5.34754647422952 0.991775111111111 121.582189560143 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" -0.1 "Diesel_Bact2" "1" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.-0.1.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.-0.1" 18402 "LongitudinalRepeated" 1
"Fuentes.Bact22" 340 5.39315148635108 0.992449777777778 132.446432776077 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" -0.1 "Diesel_Bact2" "2" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.-0.1.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.-0.1" 19775 "LongitudinalRepeated" 1
"Fuentes.Bact23" 304 4.28589272542444 0.895436444444444 9.56356155533264 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 0 "Diesel_Bact2" "4" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.0.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.0" 26639 "LongitudinalRepeated" 2
"Fuentes.Bact24" 315 4.18558389882397 0.877586666666667 8.16904476636532 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 0 "Diesel_Bact2" "5" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.0.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.0" 28257 "LongitudinalRepeated" 2
"Fuentes.Bact25" 312 4.15274940984442 0.871223111111111 7.76536852713392 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 0 "Diesel_Bact2" "6" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.0.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.0" 28258 "LongitudinalRepeated" 2
"Fuentes.Bact26" 317 4.44339900283926 0.909916444444444 11.1008051784023 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 3.5 "Diesel_Bact2" "4" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.3.5.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.3.5" 30042 "LongitudinalRepeated" 3
"Fuentes.Bact27" 340 4.28483211604498 0.882045333333333 8.47783329188615 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 3.5 "Diesel_Bact2" "5" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.3.5.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.3.5" 35344 "LongitudinalRepeated" 3
"Fuentes.Bact28" 275 4.11673126646901 0.880856 8.39320486134426 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 3.5 "Diesel_Bact2" "6" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.3.5.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.3.5" 25962 "LongitudinalRepeated" 3
"Fuentes.Bact29" 318 4.57017564389524 0.926398222222222 13.5866283423106 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 7 "Diesel_Bact2" "4" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.7.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.7" 26691 "LongitudinalRepeated" 4
"Fuentes.Bact210" 178 3.78874137718802 0.870938666666667 7.74825406008513 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 7 "Diesel_Bact2" "5" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.7.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.7" 12293 "LongitudinalRepeated" 4
"Fuentes.Bact211" 320 4.62834853388729 0.933962666666667 15.1429494427395 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 7 "Diesel_Bact2" "6" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.7.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.7" 27794 "LongitudinalRepeated" 4
"Fuentes.Bact212" 258 4.07270928464672 0.913299555555556 11.5339662490517 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 14 "Diesel_Bact2" "4" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.14.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.14" 30104 "LongitudinalRepeated" 5
"Fuentes.Bact213" 241 3.62276209885396 0.862036444444444 7.24829101405202 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 14 "Diesel_Bact2" "5" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.14.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.14" 27674 "LongitudinalRepeated" 5
"Fuentes.Bact214" 245 3.85966909421645 0.887576 8.89489788657226 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 14 "Diesel_Bact2" "6" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.14.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.14" 27276 "LongitudinalRepeated" 5
"Fuentes.Bact215" 145 2.6745830344987 0.722496 3.6035516605166 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 21 "Diesel_Bact2" "4" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.21.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.21" 24618 "LongitudinalRepeated" 6
"Fuentes.Bact216" 175 2.85662914479287 0.751565333333333 4.02520313858506 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 21 "Diesel_Bact2" "5" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.21.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.21" 26713 "LongitudinalRepeated" 6
"Fuentes.Bact217" 148 2.66654347048244 0.712772444444444 3.48156011029582 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 21 "Diesel_Bact2" "6" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.21.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.21" 25986 "LongitudinalRepeated" 6
"Fuentes.Bact218" 133 2.32586892099565 0.642241777777778 2.79518383613514 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 28 "Diesel_Bact2" "4" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.28.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.28" 24573 "LongitudinalRepeated" 7
"Fuentes.Bact219" 113 2.17836820820105 0.619759111111111 2.62991179860252 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 28 "Diesel_Bact2" "5" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.28.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.28" 24614 "LongitudinalRepeated" 7
"Fuentes.Bact220" 128 2.28381734156493 0.640042666666667 2.77810703490784 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 28 "Diesel_Bact2" "6" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.28.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.28" 27892 "LongitudinalRepeated" 7
"Fuentes.Bact221" 108 2.24150588691586 0.644940444444444 2.81642891834109 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 35 "Diesel_Bact2" "4" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.35.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.35" 24002 "LongitudinalRepeated" 8
"Fuentes.Bact222" 131 2.38817363254784 0.678024888888889 3.10583012627615 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 35 "Diesel_Bact2" "5" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.35.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.35" 29798 "LongitudinalRepeated" 8
"Fuentes.Bact223" 116 2.29404552823519 0.648327111111111 2.84355158328952 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 35 "Diesel_Bact2" "6" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.35.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.35" 20841 "LongitudinalRepeated" 8
"Fuentes.Bact224" 88 1.8159113926108 0.544001777777778 2.19299100581289 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 42 "Diesel_Bact2" "4" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.42.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.42" 30325 "LongitudinalRepeated" 9
"Fuentes.Bact225" 106 1.97124222474567 0.578232 2.37097171904933 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 42 "Diesel_Bact2" "5" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.42.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.42" 25366 "LongitudinalRepeated" 9
"Fuentes.Bact226" 109 2.09027128245009 0.617485333333333 2.61427884246704 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 42 "Diesel_Bact2" "6" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.42.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.42" 25568 "LongitudinalRepeated" 9
"Fuentes.Bact227" 110 2.13423695460373 0.611746666666667 2.57563789965315 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 49 "Diesel_Bact2" "4" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.49.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.49" 26424 "LongitudinalRepeated" 10
"Fuentes.Bact228" 99 1.95640777406128 0.581018666666667 2.38674117542229 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 49 "Diesel_Bact2" "5" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.49.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.49" 27803 "LongitudinalRepeated" 10
"Fuentes.Bact229" 108 1.93881076617424 0.558674666666667 2.26590210094443 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 49 "Diesel_Bact2" "6" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.49.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.49" 31912 "LongitudinalRepeated" 10
"Fuentes.Bact230" 93 1.8897154646333 0.555621333333333 2.2503330492913 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 56 "Diesel_Bact2" "4" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.56.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.56" 25047 "LongitudinalRepeated" 11
"Fuentes.Bact231" 98 1.68870983237336 0.501 2.00400801603206 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 56 "Diesel_Bact2" "5" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.56.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.56" 30864 "LongitudinalRepeated" 11
"Fuentes.Bact232" 102 1.97641824738788 0.572051555555556 2.33673007340448 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 56 "Diesel_Bact2" "6" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.56.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.56" 30538 "LongitudinalRepeated" 11
"Fuentes.Bact239" 56 1.9776184864243 0.625848888888889 2.67271690582533 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 84 "Diesel_Bact2" "4" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.84.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.84" 9776 "LongitudinalRepeated" 12
"Fuentes.Bact240" 74 1.90664566130647 0.582990222222222 2.39802530609461 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 84 "Diesel_Bact2" "5" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.84.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.84" 25480 "LongitudinalRepeated" 12
"Fuentes.Bact241" 63 1.68229815194835 0.530639111111111 2.13055672867692 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" 84 "Diesel_Bact2" "6" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.84.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.84" 22751 "LongitudinalRepeated" 12
"Fuentes.Bact242" 378 5.50750743661179 0.993239111111111 147.909545095977 "Fuentes" "Soil" "Soil" "MOBIO_Powersoil" "515F_806R" -0.1 "Diesel_Bact2" "3" "Nutrient_Invasion" NA TRUE "Fuentes.Diesel_Bact2" "Fuentes.Diesel_Bact2.-0.1.Soil" "Fuentes.Diesel_Bact2.Soil" "Fuentes.Diesel_Bact2.Soil.-0.1" 24705 "LongitudinalRepeated" 1
"Ho.Aquatic.Plant.Material1" 384 5.41611157186075 0.991523555555556 117.973993288591 "Ho" "Soil" "Soil_sand" "MOBIO_Powersoil" "515F_909R" -1 "Aquatic_Plant_Material" "7" "Nutrient" NA TRUE "Ho.Aquatic_Plant_Material" "Ho.Aquatic_Plant_Material.-1.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand.-1" 38180 "Longitudinal" 1
"Ho.Aquatic.Plant.Material2" 366 5.33082535071068 0.990128 101.29659643436 "Ho" "Soil" "Soil_sand" "MOBIO_Powersoil" "515F_909R" -1 "Aquatic_Plant_Material" "8" "Nutrient" NA TRUE "Ho.Aquatic_Plant_Material" "Ho.Aquatic_Plant_Material.-1.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand.-1" 35210 "Longitudinal" 1
"Ho.Aquatic.Plant.Material3" 345 5.38712801971599 0.992523555555556 133.753418142908 "Ho" "Soil" "Soil_sand" "MOBIO_Powersoil" "515F_909R" -1 "Aquatic_Plant_Material" "9" "Nutrient" NA TRUE "Ho.Aquatic_Plant_Material" "Ho.Aquatic_Plant_Material.-1.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand.-1" 32782 "Longitudinal" 1
"Ho.Aquatic.Plant.Material4" 348 5.28233507737482 0.990504 105.30749789385 "Ho" "Soil" "Soil_sand" "MOBIO_Powersoil" "515F_909R" -1 "Aquatic_Plant_Material" "10" "Nutrient" NA TRUE "Ho.Aquatic_Plant_Material" "Ho.Aquatic_Plant_Material.-1.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand.-1" 40938 "Longitudinal" 1
"Ho.Aquatic.Plant.Material5" 276 5.08425034167281 0.988813333333333 89.3921334922527 "Ho" "Soil" "Soil_sand" "MOBIO_Powersoil" "515F_909R" -1 "Aquatic_Plant_Material" "11" "Nutrient" NA TRUE "Ho.Aquatic_Plant_Material" "Ho.Aquatic_Plant_Material.-1.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand.-1" 23047 "Longitudinal" 1
"Ho.Aquatic.Plant.Material6" 260 5.0759351212199 0.989479111111111 95.0490030415681 "Ho" "Soil" "Soil_sand" "MOBIO_Powersoil" "515F_909R" -1 "Aquatic_Plant_Material" "12" "Nutrient" NA TRUE "Ho.Aquatic_Plant_Material" "Ho.Aquatic_Plant_Material.-1.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand.-1" 17460 "Longitudinal" 1
"Ho.Aquatic.Plant.Material7" 149 3.54878438351773 0.916110222222222 11.9204034924133 "Ho" "Soil" "Soil_sand" "MOBIO_Powersoil" "515F_909R" 7 "Aquatic_Plant_Material" "7" "Nutrient" NA TRUE "Ho.Aquatic_Plant_Material" "Ho.Aquatic_Plant_Material.7.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand.7" 45688 "Longitudinal" 2
"Ho.Aquatic.Plant.Material8" 201 4.27677743686327 0.969048888888889 32.3090178058587 "Ho" "Soil" "Soil_sand" "MOBIO_Powersoil" "515F_909R" 13 "Aquatic_Plant_Material" "7" "Nutrient" NA TRUE "Ho.Aquatic_Plant_Material" "Ho.Aquatic_Plant_Material.13.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand.13" 46182 "Longitudinal" 3
"Ho.Aquatic.Plant.Material9" 140 3.47897490671187 0.919903111111111 12.4848794238089 "Ho" "Soil" "Soil_sand" "MOBIO_Powersoil" "515F_909R" 7 "Aquatic_Plant_Material" "8" "Nutrient" NA TRUE "Ho.Aquatic_Plant_Material" "Ho.Aquatic_Plant_Material.7.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand.7" 51231 "Longitudinal" 2
"Ho.Aquatic.Plant.Material10" 179 4.01474751745779 0.953775111111111 21.6333673057324 "Ho" "Soil" "Soil_sand" "MOBIO_Powersoil" "515F_909R" 13 "Aquatic_Plant_Material" "8" "Nutrient" NA TRUE "Ho.Aquatic_Plant_Material" "Ho.Aquatic_Plant_Material.13.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand.13" 42563 "Longitudinal" 3
"Ho.Aquatic.Plant.Material11" 160 3.76472285682805 0.940141333333333 16.7060186216421 "Ho" "Soil" "Soil_sand" "MOBIO_Powersoil" "515F_909R" 7 "Aquatic_Plant_Material" "9" "Nutrient" NA TRUE "Ho.Aquatic_Plant_Material" "Ho.Aquatic_Plant_Material.7.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand" "Ho.Aquatic_Plant_Material.Soil_sand.7" 46704 "Longitudinal" 2
