"Observed" "Shannon" "Simpson" "Hill_Simpson" "Study" "Environment" "Environment_Sub" "Extraction_Kit" "DNA_Fragment" "Time_since_dist" "Disturbance" "Experimental_Unit_ID" "Selective_Factor" "Legacy" "Keep" "StudyxDisturbance" "repID" "Time_series" "Time_series_Time" "sample_sums" "Design" "nReps" "Rank"
"X276.058_R1" 64 2.99204626614837 0.921964685901728 12.8147110260962 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 2 "Clin" "15" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.2.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.2" 8025 "LongitudinalRepeated" 5 4
"X276.073_R1" 76 3.15434999586537 0.926105577391524 13.5328210804004 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 3 "Clin_C.diff" "1" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.3.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.3" 8025 "LongitudinalRepeated" 5 5
"X276.074_R1" 90 3.46516500094677 0.949343550625479 19.7408229820186 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 3 "Clin_C.diff" "2" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.3.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.3" 8025 "LongitudinalRepeated" 5 5
"X276.075_R1" 124 3.7526668962386 0.961632499684592 26.0637255953419 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 3 "Clin_C.diff" "3" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.3.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.3" 8025 "LongitudinalRepeated" 5 5
"X276.076_R1" 76 3.22064041723811 0.936696872118865 15.7970077225523 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 3 "Clin_C.diff" "4" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.3.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.3" 8025 "LongitudinalRepeated" 5 5
"X276.077_R1" 80 2.98921505155145 0.906891136537883 10.7401160621713 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 3 "Clin_C.diff" "5" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.3.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.3" 8025 "LongitudinalRepeated" 5 5
"X276.085_R1" 91 3.28139737181363 0.939632992692229 16.5653399861562 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 3 "Clin" "11" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.3.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.3" 8025 "LongitudinalRepeated" 5 5
"X276.086_R1" 124 3.64095169556227 0.94934432701546 19.7411255459027 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 3 "Clin" "12" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.3.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.3" 8025 "LongitudinalRepeated" 5 5
"X276.087_R1" 130 3.75209702253835 0.961307813394668 25.8450112990564 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 3 "Clin" "13" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.3.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.3" 8025 "LongitudinalRepeated" 5 5
"X276.088_R1" 98 3.3252351042211 0.940229570753389 16.730681251661 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 3 "Clin" "14" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.3.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.3" 8025 "LongitudinalRepeated" 5 5
"X276.089_R1" 94 2.97708159092365 0.895295845343116 9.55071938909209 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 3 "Clin" "15" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.3.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.3" 8025 "LongitudinalRepeated" 5 5
"X276.193_R1" 113 3.47621769804872 0.937709688376472 16.0538609285473 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 4 "Clin_C.diff" "1" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.4.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.4" 8025 "LongitudinalRepeated" 5 6
"X276.194_R1" 96 3.66675487539571 0.959822983084403 24.8898518797646 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 4 "Clin_C.diff" "2" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.4.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.4" 8025 "LongitudinalRepeated" 5 6
"X276.195_R1" 127 3.87926201023417 0.964297784377093 28.0094661508452 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 4 "Clin_C.diff" "3" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.4.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.4" 8025 "LongitudinalRepeated" 5 6
"X276.196_R1" 108 3.52799359363379 0.947938471094031 19.2080413505747 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 4 "Clin_C.diff" "4" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.4.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.4" 8025 "LongitudinalRepeated" 5 6
"X276.197_R1" 100 3.19903804397466 0.916948865014897 12.0407746405798 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 4 "Clin_C.diff" "5" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.4.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.4" 8025 "LongitudinalRepeated" 5 6
"X276.198_R1" 112 3.63268566836594 0.948566322143613 19.4425139651143 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 5 "Clin_C.diff" "1" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.5.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.5" 8025 "LongitudinalRepeated" 5 7
"X276.199_R1" 107 3.71356173748431 0.960115619995924 25.0724719776966 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 5 "Clin_C.diff" "2" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.5.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.5" 8025 "LongitudinalRepeated" 5 7
"X276.200_R1" 108 3.64258324163632 0.954100678370746 21.7868143690089 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 5 "Clin_C.diff" "3" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.5.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.5" 8025 "LongitudinalRepeated" 5 7
"X276.201_R1" 104 3.71167380458886 0.958009988257102 23.8151874336907 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 5 "Clin_C.diff" "4" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.5.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.5" 8025 "LongitudinalRepeated" 5 7
"X276.202_R1" 66 2.69380317695925 0.877225585931814 8.14501952698891 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 5 "Clin_C.diff" "5" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.5.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.5" 8025 "LongitudinalRepeated" 5 7
"X276.205_R1" 84 3.49328672797307 0.951573591094807 20.649889649215 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 4 "Clin" "11" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.4.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.4" 8025 "LongitudinalRepeated" 5 6
"X276.206_R1" 120 3.88543184349558 0.963508444211527 27.4036000491898 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 4 "Clin" "12" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.4.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.4" 8025 "LongitudinalRepeated" 5 6
"X276.207_R1" 107 3.71029660891325 0.960596112227172 25.3782064796553 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 4 "Clin" "13" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.4.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.4" 8025 "LongitudinalRepeated" 5 6
"X276.208_R1" 87 3.49219457421552 0.943574538290583 17.7224956554164 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 4 "Clin" "14" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.4.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.4" 8025 "LongitudinalRepeated" 5 6
"X276.209_R1" 119 3.30398933980786 0.920520165759261 12.581807820221 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 4 "Clin" "15" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.4.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.4" 8025 "LongitudinalRepeated" 5 6
"X276.210_R1" 124 3.3535507346252 0.924370904785474 13.2224244804654 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 5 "Clin" "11" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.5.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.5" 8025 "LongitudinalRepeated" 5 7
"X276.211_R1" 147 3.94355587116992 0.960650304247824 25.4131571003238 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 5 "Clin" "12" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.5.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.5" 8025 "LongitudinalRepeated" 5 7
"X276.212_R1" 134 3.85777099069606 0.964373560039208 28.0690408893092 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 5 "Clin" "13" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.5.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.5" 8025 "LongitudinalRepeated" 5 7
"X276.213_R1" 113 3.39013021143611 0.930227897632981 14.3323759221092 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 5 "Clin" "14" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.5.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.5" 8025 "LongitudinalRepeated" 5 7
"X276.214_R1" 92 3.20575225616747 0.901474760532215 10.149683526798 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 5 "Clin" "15" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.5.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.5" 8025 "LongitudinalRepeated" 5 7
"X276.229_R1" 116 3.64772644196299 0.949539014567017 19.8172903564893 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 6 "Clin_C.diff" "1" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.6.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.6" 8025 "LongitudinalRepeated" 5 8
"X276.230_R1" 111 3.81740164738857 0.961437718966237 25.9320759351463 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 6 "Clin_C.diff" "2" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.6.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.6" 8025 "LongitudinalRepeated" 5 8
"X276.231_R1" 150 3.97724664698811 0.967212507642589 30.4994352449758 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 6 "Clin_C.diff" "3" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.6.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.6" 8025 "LongitudinalRepeated" 5 8
"X276.232_R1" 130 3.99024561352682 0.970219621315787 33.5791566186535 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 6 "Clin_C.diff" "4" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.6.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.6" 8025 "LongitudinalRepeated" 5 8
"X276.233_R1" 112 3.26513287969503 0.925232821886434 13.3748527793983 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 6 "Clin_C.diff" "5" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.6.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.6" 8025 "LongitudinalRepeated" 5 8
"X276.234_R1" 125 3.78128833560258 0.956794503158937 23.145203113359 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 7 "Clin_C.diff" "1" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.7.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.7" 8025 "LongitudinalRepeated" 5 9
"X276.235_R1" 152 4.01555320823232 0.965863079744956 29.2937966438914 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 7 "Clin_C.diff" "2" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.7.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.7" 8025 "LongitudinalRepeated" 5 9
"X276.236_R1" 131 4.21275510409072 0.977391104511796 44.2303782828203 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 7 "Clin_C.diff" "3" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.7.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.7" 8025 "LongitudinalRepeated" 5 9
"X276.237_R1" 154 4.2275547087838 0.976397076891723 42.3676336787841 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 7 "Clin_C.diff" "4" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.7.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.7" 8025 "LongitudinalRepeated" 5 9
"X276.238_R1" 104 3.75896310659319 0.960503628652672 25.3187815965696 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 7 "Clin_C.diff" "5" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.7.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.7" 8025 "LongitudinalRepeated" 5 9
"X276.241_R1" 137 3.69223541031572 0.943034139808426 17.5543737360769 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 6 "Clin" "11" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.6.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.6" 8025 "LongitudinalRepeated" 5 8
"X276.242_R1" 159 4.10015302345213 0.966889529410623 30.2019265265542 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 6 "Clin" "12" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.6.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.6" 8025 "LongitudinalRepeated" 5 8
"X276.243_R1" 130 3.77645510012232 0.958726130375288 24.2284042929005 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 6 "Clin" "13" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.6.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.6" 8025 "LongitudinalRepeated" 5 8
"X276.244_R1" 139 3.96340193944756 0.97042573732786 33.8131844937601 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 6 "Clin" "14" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.6.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.6" 8025 "LongitudinalRepeated" 5 8
"X276.245_R1" 137 3.70294064901997 0.947721485622228 19.1283170897677 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 6 "Clin" "15" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.6.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.6" 8025 "LongitudinalRepeated" 5 8
"X276.246_R1" 122 3.69061273888457 0.928815644258111 14.0480304917832 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 7 "Clin" "11" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.7.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.7" 8025 "LongitudinalRepeated" 5 9
"X276.247_R1" 201 4.37728412856613 0.97558149474481 40.9525476497981 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 7 "Clin" "12" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.7.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.7" 8025 "LongitudinalRepeated" 5 9
"X276.248_R1" 125 3.9155948022167 0.962513019089489 26.6759279011343 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 7 "Clin" "13" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.7.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.7" 8025 "LongitudinalRepeated" 5 9
"X276.249_R1" 117 3.64234890618662 0.936017592996962 15.6292963462991 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 7 "Clin" "14" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.7.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.7" 8025 "LongitudinalRepeated" 5 9
"X276.250_R1" 119 3.76226560377829 0.947727510408478 19.1305217680352 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 7 "Clin" "15" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.7.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.7" 8025 "LongitudinalRepeated" 5 9
"X276.265_R1" 124 3.73458743655724 0.951214370978543 20.4978396314244 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 8 "Clin_C.diff" "1" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.8.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.8" 8025 "LongitudinalRepeated" 5 10
"X276.266_R1" 118 3.98279245228743 0.969906518764375 33.2297879454438 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 8 "Clin_C.diff" "2" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.8.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.8" 8025 "LongitudinalRepeated" 5 10
"X276.267_R1" 133 4.09338039272282 0.974149583175629 38.6840957650336 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 8 "Clin_C.diff" "3" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.8.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.8" 8025 "LongitudinalRepeated" 5 10
"X276.268_R1" 148 4.17000154296597 0.975585097194321 40.9585902495333 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 8 "Clin_C.diff" "4" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.8.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.8" 8025 "LongitudinalRepeated" 5 10
"X276.269_R1" 122 3.73152722707104 0.956763043836919 23.1283626032372 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 8 "Clin_C.diff" "5" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.8.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.8" 8025 "LongitudinalRepeated" 5 10
"X276.277_R1" 168 3.80731452148594 0.942803272483769 17.4835177365037 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 8 "Clin" "11" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.8.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.8" 8025 "LongitudinalRepeated" 5 10
"X276.278_R1" 181 4.41401254683681 0.979432885938607 48.6213086101915 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 8 "Clin" "12" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.8.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.8" 8025 "LongitudinalRepeated" 5 10
"X276.279_R1" 160 4.05026498385538 0.967331357420832 30.610393363503 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 8 "Clin" "13" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.8.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.8" 8025 "LongitudinalRepeated" 5 10
"X276.280_R1" 140 4.01590271672552 0.972042740268437 35.7688847047846 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 8 "Clin" "14" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.8.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.8" 8025 "LongitudinalRepeated" 5 10
"X276.281_R1" 136 3.65084055397761 0.936920286099708 15.8529571262905 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 8 "Clin" "15" "Death" NA TRUE "Jurburg_Pigs.Clin" "Jurburg_Pigs.Clin.8.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces" "Jurburg_Pigs.Clin.Pig_feces.8" 8025 "LongitudinalRepeated" 5 10
"X276.289_R1" 130 3.87614995612271 0.96146129016605 25.9479366151245 "Jurburg_Pigs" "Mammal" "Pig_feces" "AGOWA" "515F_806R" 9 "Clin_C.diff" "1" "Death_Invasion" NA TRUE "Jurburg_Pigs.Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.9.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Jurburg_Pigs.Clin_C.diff.Pig_feces.9" 8025 "LongitudinalRepeated" 5 11
