"Observed" "Shannon" "Simpson" "Hill_Simpson" "Study" "Environment" "Environment_Sub" "Extraction_Kit" "DNA_Fragment" "Time_since_dist" "Disturbance" "Experimental_Unit_ID" "Selective_Factor" "Legacy" "Keep" "StudyxDisturbance" "repID" "Time_series" "Time_series_Time" "sample_sums" "Design" "nReps" "Rank"
"Plq.D28.5" 354 4.35240299417135 0.967078811369745 30.3755739572839 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 28 "Dental_Prophylaxis" "5" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.28.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 21051 "Repeated" 30 3
"Plq.D28.6" 277 4.14653594391789 0.967109731299649 30.4041298388455 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 28 "Dental_Prophylaxis" "6" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.28.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 21051 "Repeated" 30 3
"Plq.D28.7" 220 3.64611829167 0.948266243234677 19.329738695302 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 28 "Dental_Prophylaxis" "7" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.28.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 21051 "Repeated" 30 3
"Plq.D28.8" 236 3.93208118713804 0.95883961361858 24.2952043922361 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 28 "Dental_Prophylaxis" "8" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.28.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 21051 "Repeated" 30 3
"Plq.D28.9" 224 4.01484932301748 0.96495902474055 28.5380184939432 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 28 "Dental_Prophylaxis" "9" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.28.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.28" 21051 "Repeated" 30 3
"Plq.D7.10" 232 3.4474597275586 0.905330158811977 10.5630260645933 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "10" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"Plq.D7.11" 179 3.44597286933562 0.892865301996537 9.33404413916095 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "11" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"Plq.D7.12" 198 4.02787516616978 0.970517323305943 33.9182229068627 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "12" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"Plq.D7.13" 394 3.80858049364929 0.931309268055372 14.5580047218904 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "13" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"Plq.D7.14" 183 3.65494665708523 0.946687923204552 18.7574759812282 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "14" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"Plq.D7.15" 154 3.19602213664224 0.922151661281325 12.8454892738785 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "15" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"Plq.D7.16" 253 3.66335862062106 0.935414388586898 15.4833248167895 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "16" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"Plq.D7.17" 245 3.64035379150423 0.925097088117294 13.3506158153897 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "17" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"Plq.D7.18" 182 3.37714816089063 0.919073735933883 12.3569277729539 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "18" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"Plq.D7.19" 240 3.84474526416648 0.95221935018001 20.9289744649232 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "19" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"Plq.D7.20" 164 2.88939408058489 0.806384613946814 5.16487878564208 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "20" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"Plq.D7.21" 244 4.03397089024247 0.966881092612025 30.1942328074233 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "21" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"Plq.D7.23" 227 4.19104046018892 0.973776065478907 38.1331031465034 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "23" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"Plq.D7.24" 220 3.61938596202494 0.926534912246398 13.611907786103 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "24" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"Plq.D7.26" 991 5.8004050933018 0.990352857757146 103.657640244777 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "26" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"Plq.D7.27" 245 3.99988823875204 0.957034848315798 23.2746763551565 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "27" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"Plq.D7.28" 241 3.82180182480065 0.943780434323739 17.7874017340951 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "28" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"Plq.D7.29" 205 3.86679898319591 0.957953785383024 23.7833538431368 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "29" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"Plq.D7.30" 196 3.71278452244793 0.946644009773234 18.7420380682647 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "30" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"Plq.D7.31" 699 5.57596932399166 0.990304562009095 103.141291908425 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "31" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"Plq.D7.32" 639 4.75047592840339 0.964759640612207 28.3765551025113 "Flancman" "Mammal" "Oral_Plaque" "EZNA_Forensic" "564F_785R" 7 "Dental_Prophylaxis" "32" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.7.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Flancman.Dental_Prophylaxis.Oral_Plaque.7" 21051 "Repeated" 21 2
"SW.Pre.10" 335 4.23402104277186 0.952489749502781 21.0480894024868 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "10" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SW.Pre.11" 288 3.79742381325442 0.906751026850488 10.7239786801367 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "11" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SW.Pre.12" 288 3.4783834420303 0.869278919636437 7.64987557644711 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "12" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SW.Pre.13" 337 4.39585538621813 0.967093181397013 30.3888386192773 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "13" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SW.Pre.14" 282 3.52929661939844 0.895898090835592 9.60597176388665 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "14" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SW.Pre.15" 305 3.84468854534179 0.902680648928858 10.2754487056638 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "15" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SW.Pre.16" 288 3.8057456087247 0.924387234044176 13.225279982275 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "16" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SW.Pre.17" 337 4.45873611398059 0.974858118603142 39.7742708357922 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "17" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SW.Pre.18" 324 4.34552767100143 0.966217864403136 29.6014441459066 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "18" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SW.Pre.19" 293 3.63067179374811 0.896396036651702 9.65214039773924 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "19" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SW.Pre.20" 307 3.90384681250984 0.937291617821155 15.9468314323272 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "20" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SW.Pre.21" 277 3.08780799140494 0.844947556971364 6.44943078913833 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "21" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SW.Pre.23" 339 4.06932689468198 0.925584491099328 13.4380590117953 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "23" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SW.Pre.24" 193 1.65926944089874 0.587984837030656 2.42709514085142 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "24" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SW.Pre.26" 304 3.45346106838456 0.896794367128034 9.68939361323978 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "26" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SW.Pre.27" 287 3.59617236705839 0.917392375045544 12.105420057184 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "27" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SW.Pre.28" 295 3.16625814944917 0.818624456173844 5.51342247639778 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "28" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SW.Pre.29" 278 2.61971290871138 0.746266115515644 3.94113699883728 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "29" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SW.Pre.30" 279 3.7606217600894 0.924959417479172 13.3261225647128 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "30" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SW.Pre.31" 286 3.75807128869135 0.904176783595745 10.4358843036665 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "31" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SW.Pre.32" 307 4.17767746731143 0.952607534983823 21.1004006577558 "Flancman" "Mammal" "Oral_Swab" "EZNA_Forensic" "564F_785R" -1 "Dental_Prophylaxis" "32" "Death" NA TRUE "Flancman.Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.-1.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab" "Flancman.Dental_Prophylaxis.Oral_Swab.-1" 21051 "Repeated" 22 1
"SRR2035453" 253 4.53707315488634 0.968616888888889 31.8642723616382 "Frenk" "Soil" "Fertilized_Treated_Wastewater_irrigated_soil" "Phenol_Chloroform" "515F_806R" 8 "Heat" NA "Death_Nutrient" "3" TRUE "Frenk.Heat" "Frenk.Heat.8.Fertilized_Treated_Wastewater_irrigated_soil" "Frenk.Heat.Fertilized_Treated_Wastewater_irrigated_soil" "Frenk.Heat.Fertilized_Treated_Wastewater_irrigated_soil.8" 1500 "Longitudinal" 6 4
"SRR2035454" 353 5.15513518540572 0.984651555555556 65.1531823709967 "Frenk" "Soil" "Fertilized_Treated_Wastewater_irrigated_soil" "Phenol_Chloroform" "515F_806R" 8 "Heat" NA "Death_Nutrient" "3" TRUE "Frenk.Heat" "Frenk.Heat.8.Fertilized_Treated_Wastewater_irrigated_soil" "Frenk.Heat.Fertilized_Treated_Wastewater_irrigated_soil" "Frenk.Heat.Fertilized_Treated_Wastewater_irrigated_soil.8" 1500 "Longitudinal" 6 4
"SRR2035455" 250 4.39962856770024 0.965926222222222 29.3480812876634 "Frenk" "Soil" "Fertilized_Treated_Wastewater_irrigated_soil" "Phenol_Chloroform" "515F_806R" 8 "Heat" NA "Death_Nutrient" "3" TRUE "Frenk.Heat" "Frenk.Heat.8.Fertilized_Treated_Wastewater_irrigated_soil" "Frenk.Heat.Fertilized_Treated_Wastewater_irrigated_soil" "Frenk.Heat.Fertilized_Treated_Wastewater_irrigated_soil.8" 1500 "Longitudinal" 6 4
"SRR2035456" 311 4.94192398544338 0.980256888888889 50.6505785421638 "Frenk" "Soil" "Fertilized_Treated_Wastewater_irrigated_soil" "Phenol_Chloroform" "515F_806R" 8 "Heat" NA "Death_Nutrient" "3" TRUE "Frenk.Heat" "Frenk.Heat.8.Fertilized_Treated_Wastewater_irrigated_soil" "Frenk.Heat.Fertilized_Treated_Wastewater_irrigated_soil" "Frenk.Heat.Fertilized_Treated_Wastewater_irrigated_soil.8" 1500 "Longitudinal" 6 4
"SRR2035457" 258 4.98520620938391 0.987051555555556 77.2293540193588 "Frenk" "Soil" "Fertilized_Treated_Wastewater_irrigated_soil" "Phenol_Chloroform" "515F_806R" 8 "Heat" NA "Death_Nutrient" "3" TRUE "Frenk.Heat" "Frenk.Heat.8.Fertilized_Treated_Wastewater_irrigated_soil" "Frenk.Heat.Fertilized_Treated_Wastewater_irrigated_soil" "Frenk.Heat.Fertilized_Treated_Wastewater_irrigated_soil.8" 1500 "Longitudinal" 6 4
"SRR2035458" 110 3.29860971675038 0.888289777777778 8.95173225965594 "Frenk" "Soil" "Fertilized_Treated_Wastewater_irrigated_soil" "Phenol_Chloroform" "515F_806R" 8 "Heat" NA "Death_Nutrient" "3" TRUE "Frenk.Heat" "Frenk.Heat.8.Fertilized_Treated_Wastewater_irrigated_soil" "Frenk.Heat.Fertilized_Treated_Wastewater_irrigated_soil" "Frenk.Heat.Fertilized_Treated_Wastewater_irrigated_soil.8" 1500 "Longitudinal" 6 4
"SRR2035465" 173 3.92151934814445 0.953897777777778 21.6909283717343 "Frenk" "Soil" "Artificial_Wastewater_irrigated_soil" "Phenol_Chloroform" "515F_806R" 8 "Heat" NA "Death_Nutrient" "1" TRUE "Frenk.Heat" "Frenk.Heat.8.Artificial_Wastewater_irrigated_soil" "Frenk.Heat.Artificial_Wastewater_irrigated_soil" "Frenk.Heat.Artificial_Wastewater_irrigated_soil.8" 1500 "Longitudinal" 6 4
"SRR2035466" 253 4.46710196825449 0.966382222222222 29.7461660497092 "Frenk" "Soil" "Artificial_Wastewater_irrigated_soil" "Phenol_Chloroform" "515F_806R" 8 "Heat" NA "Death_Nutrient" "1" TRUE "Frenk.Heat" "Frenk.Heat.8.Artificial_Wastewater_irrigated_soil" "Frenk.Heat.Artificial_Wastewater_irrigated_soil" "Frenk.Heat.Artificial_Wastewater_irrigated_soil.8" 1500 "Longitudinal" 6 4
"SRR2035467" 189 3.94395008714425 0.952924444444444 21.2424471299094 "Frenk" "Soil" "Artificial_Wastewater_irrigated_soil" "Phenol_Chloroform" "515F_806R" 8 "Heat" NA "Death_Nutrient" "1" TRUE "Frenk.Heat" "Frenk.Heat.8.Artificial_Wastewater_irrigated_soil" "Frenk.Heat.Artificial_Wastewater_irrigated_soil" "Frenk.Heat.Artificial_Wastewater_irrigated_soil.8" 1500 "Longitudinal" 6 4
"SRR2035468" 293 4.64385773718722 0.971626666666667 35.2443609022556 "Frenk" "Soil" "Artificial_Wastewater_irrigated_soil" "Phenol_Chloroform" "515F_806R" 8 "Heat" NA "Death_Nutrient" "1" TRUE "Frenk.Heat" "Frenk.Heat.8.Artificial_Wastewater_irrigated_soil" "Frenk.Heat.Artificial_Wastewater_irrigated_soil" "Frenk.Heat.Artificial_Wastewater_irrigated_soil.8" 1500 "Longitudinal" 6 4
"SRR2035470" 131 2.58812913648826 0.714991111111111 3.50866249785582 "Frenk" "Soil" "Artificial_Wastewater_irrigated_soil" "Phenol_Chloroform" "515F_806R" 8 "Heat" NA "Death_Nutrient" "1" TRUE "Frenk.Heat" "Frenk.Heat.8.Artificial_Wastewater_irrigated_soil" "Frenk.Heat.Artificial_Wastewater_irrigated_soil" "Frenk.Heat.Artificial_Wastewater_irrigated_soil.8" 1500 "Longitudinal" 6 4
"SRR2035471" 236 3.96612829046598 0.922218666666667 12.8565551289084 "Frenk" "Soil" "Artificial_Wastewater_irrigated_soil" "Phenol_Chloroform" "515F_806R" 8 "Heat" NA "Death_Nutrient" "1" TRUE "Frenk.Heat" "Frenk.Heat.8.Artificial_Wastewater_irrigated_soil" "Frenk.Heat.Artificial_Wastewater_irrigated_soil" "Frenk.Heat.Artificial_Wastewater_irrigated_soil.8" 1500 "Longitudinal" 6 4
"SRR2035485" 275 4.5380611873036 0.957740444444444 23.6632871986875 "Frenk" "Soil" "Tapwater_irrigated_soil" "Phenol_Chloroform" "515F_806R" 21 "Heat" NA "Death" "4" TRUE "Frenk.Heat" "Frenk.Heat.21.Tapwater_irrigated_soil" "Frenk.Heat.Tapwater_irrigated_soil" "Frenk.Heat.Tapwater_irrigated_soil.21" 1500 "Longitudinal" 8 5
"SRR2035486" 264 4.65412049373533 0.979423111111111 48.5982115858136 "Frenk" "Soil" "Tapwater_irrigated_soil" "Phenol_Chloroform" "515F_806R" 21 "Heat" NA "Death" "4" TRUE "Frenk.Heat" "Frenk.Heat.21.Tapwater_irrigated_soil" "Frenk.Heat.Tapwater_irrigated_soil" "Frenk.Heat.Tapwater_irrigated_soil.21" 1500 "Longitudinal" 8 5
