"col" "row" "value" "Study" "Time_series" "Time_since_dist" "Time_since_dist." "Rank" "Rank." "Disturbance" "Time_series." "Environment" "Experimental_unit" "Experimental_unit." "Selective_Factor" "Time_series_Time" "Time"
"3594" "5-II-4-2-1.join.fq.gz" "1-II-2-1-1.join.fq.gz" 0.626493626490936 "Dzunkova" "Dzunkova.C.diff.mouse_feces" -1 -1 1 1 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "4.2" "2.1" "Invasion" "Dzunkova.C.diff.mouse_feces.-1" -1
"3604" "6-II-5-1-1.join.fq.gz" "1-II-2-1-1.join.fq.gz" 0.598367334812785 "Dzunkova" "Dzunkova.C.diff.mouse_feces" -1 -1 1 1 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "5.1" "2.1" "Invasion" "Dzunkova.C.diff.mouse_feces.-1" -1
"3765" "21-II-3-1-0.join.fq.gz" "20-II-1-2-0.join.fq.gz" 0.167064249565381 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 0 0 2 2 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "3.1" "1.2" "Invasion" "Dzunkova.C.diff.mouse_feces.0" 0
"3775" "22-II-5-2-0.join.fq.gz" "20-II-1-2-0.join.fq.gz" 0.686212352498328 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 0 0 2 2 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "5.2" "1.2" "Invasion" "Dzunkova.C.diff.mouse_feces.0" 0
"3945" "7-II-2-1-0.join.fq.gz" "20-II-1-2-0.join.fq.gz" 0.12163411684017 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 0 0 2 2 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "2.1" "1.2" "Invasion" "Dzunkova.C.diff.mouse_feces.0" 0
"3955" "8-II-2-2-0.join.fq.gz" "20-II-1-2-0.join.fq.gz" 0.0928779156203715 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 0 0 2 2 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "2.2" "1.2" "Invasion" "Dzunkova.C.diff.mouse_feces.0" 0
"3965" "9-II-3-2-0.join.fq.gz" "20-II-1-2-0.join.fq.gz" 0.359093492482675 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 0 0 2 2 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "3.2" "1.2" "Invasion" "Dzunkova.C.diff.mouse_feces.0" 0
"41010" "22-II-5-2-0.join.fq.gz" "21-II-3-1-0.join.fq.gz" 0.754469339631152 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 0 0 2 2 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "5.2" "3.1" "Invasion" "Dzunkova.C.diff.mouse_feces.0" 0
"4275" "7-II-2-1-0.join.fq.gz" "21-II-3-1-0.join.fq.gz" 0.201903746021856 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 0 0 2 2 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "2.1" "3.1" "Invasion" "Dzunkova.C.diff.mouse_feces.0" 0
"4284" "8-II-2-2-0.join.fq.gz" "21-II-3-1-0.join.fq.gz" 0.208556042849563 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 0 0 2 2 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "2.2" "3.1" "Invasion" "Dzunkova.C.diff.mouse_feces.0" 0
"4294" "9-II-3-2-0.join.fq.gz" "21-II-3-1-0.join.fq.gz" 0.388852624498337 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 0 0 2 2 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "3.2" "3.1" "Invasion" "Dzunkova.C.diff.mouse_feces.0" 0
"4604" "7-II-2-1-0.join.fq.gz" "22-II-5-2-0.join.fq.gz" 0.577774379818362 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 0 0 2 2 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "2.1" "5.2" "Invasion" "Dzunkova.C.diff.mouse_feces.0" 0
"46111" "8-II-2-2-0.join.fq.gz" "22-II-5-2-0.join.fq.gz" 0.624171460914459 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 0 0 2 2 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "2.2" "5.2" "Invasion" "Dzunkova.C.diff.mouse_feces.0" 0
"4625" "9-II-3-2-0.join.fq.gz" "22-II-5-2-0.join.fq.gz" 0.342806801256886 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 0 0 2 2 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "3.2" "5.2" "Invasion" "Dzunkova.C.diff.mouse_feces.0" 0
"4784" "24-II-1-2-2.join.fq.gz" "23-II-1-1-2.join.fq.gz" 0.0794475747990071 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 2 2 3 3 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "1.2" "1.1" "Invasion" "Dzunkova.C.diff.mouse_feces.2" 2
"4795" "25-II-5-2-2.join.fq.gz" "23-II-1-1-2.join.fq.gz" 0.55392016141881 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 2 2 3 3 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "5.2" "1.1" "Invasion" "Dzunkova.C.diff.mouse_feces.2" 2
"5127" "25-II-5-2-2.join.fq.gz" "24-II-1-2-2.join.fq.gz" 0.565825570321523 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 2 2 3 3 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "5.2" "1.2" "Invasion" "Dzunkova.C.diff.mouse_feces.2" 2
"5803" "27-II-1-2-4.join.fq.gz" "26-II-1-1-4.join.fq.gz" 0.137257747536413 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 4 4 4 4 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "1.2" "1.1" "Invasion" "Dzunkova.C.diff.mouse_feces.4" 4
"58110" "28-II-3-1-4.join.fq.gz" "26-II-1-1-4.join.fq.gz" 0.476165671608466 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 4 4 4 4 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "3.1" "1.1" "Invasion" "Dzunkova.C.diff.mouse_feces.4" 4
"5823" "29-II-5-2-4.join.fq.gz" "26-II-1-1-4.join.fq.gz" 0.403361585778963 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 4 4 4 4 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "5.2" "1.1" "Invasion" "Dzunkova.C.diff.mouse_feces.4" 4
"6142" "28-II-3-1-4.join.fq.gz" "27-II-1-2-4.join.fq.gz" 0.353679151625446 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 4 4 4 4 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "3.1" "1.2" "Invasion" "Dzunkova.C.diff.mouse_feces.4" 4
"6152" "29-II-5-2-4.join.fq.gz" "27-II-1-2-4.join.fq.gz" 0.287598151904218 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 4 4 4 4 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "5.2" "1.2" "Invasion" "Dzunkova.C.diff.mouse_feces.4" 4
"6484" "29-II-5-2-4.join.fq.gz" "28-II-3-1-4.join.fq.gz" 0.296294226317977 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 4 4 4 4 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "5.2" "3.1" "Invasion" "Dzunkova.C.diff.mouse_feces.4" 4
"7203" "3-II-3-2-1.join.fq.gz" "2-II-2-2-1.join.fq.gz" 0.408345646823959 "Dzunkova" "Dzunkova.C.diff.mouse_feces" -1 -1 1 1 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "3.2" "2.2" "Invasion" "Dzunkova.C.diff.mouse_feces.-1" -1
"72111" "4-II-4-1-1.join.fq.gz" "2-II-2-2-1.join.fq.gz" 0.528174593041155 "Dzunkova" "Dzunkova.C.diff.mouse_feces" -1 -1 1 1 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "4.1" "2.2" "Invasion" "Dzunkova.C.diff.mouse_feces.-1" -1
"7223" "5-II-4-2-1.join.fq.gz" "2-II-2-2-1.join.fq.gz" 0.667256101930704 "Dzunkova" "Dzunkova.C.diff.mouse_feces" -1 -1 1 1 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "4.2" "2.2" "Invasion" "Dzunkova.C.diff.mouse_feces.-1" -1
"7233" "6-II-5-1-1.join.fq.gz" "2-II-2-2-1.join.fq.gz" 0.608040733916565 "Dzunkova" "Dzunkova.C.diff.mouse_feces" -1 -1 1 1 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "5.1" "2.2" "Invasion" "Dzunkova.C.diff.mouse_feces.-1" -1
"7503" "31-II-1-2-6.join.fq.gz" "30-II-1-1-6.join.fq.gz" 0.181541678155896 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 6 6 5 5 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "1.2" "1.1" "Invasion" "Dzunkova.C.diff.mouse_feces.6" 6
"75111" "32-II-3-1-6.join.fq.gz" "30-II-1-1-6.join.fq.gz" 0.207222064440335 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 6 6 5 5 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "3.1" "1.1" "Invasion" "Dzunkova.C.diff.mouse_feces.6" 6
"7524" "33-II-5-2-6.join.fq.gz" "30-II-1-1-6.join.fq.gz" 0.197922197133729 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 6 6 5 5 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "5.2" "1.1" "Invasion" "Dzunkova.C.diff.mouse_feces.6" 6
"7844" "32-II-3-1-6.join.fq.gz" "31-II-1-2-6.join.fq.gz" 0.282945257762781 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 6 6 5 5 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "3.1" "1.2" "Invasion" "Dzunkova.C.diff.mouse_feces.6" 6
"7854" "33-II-5-2-6.join.fq.gz" "31-II-1-2-6.join.fq.gz" 0.265220412888298 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 6 6 5 5 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "5.2" "1.2" "Invasion" "Dzunkova.C.diff.mouse_feces.6" 6
"8183" "33-II-5-2-6.join.fq.gz" "32-II-3-1-6.join.fq.gz" 0.203904231039449 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 6 6 5 5 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "5.2" "3.1" "Invasion" "Dzunkova.C.diff.mouse_feces.6" 6
"8862" "4-II-4-1-1.join.fq.gz" "3-II-3-2-1.join.fq.gz" 0.247508630074867 "Dzunkova" "Dzunkova.C.diff.mouse_feces" -1 -1 1 1 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "4.1" "3.2" "Invasion" "Dzunkova.C.diff.mouse_feces.-1" -1
"8872" "5-II-4-2-1.join.fq.gz" "3-II-3-2-1.join.fq.gz" 0.420070311710931 "Dzunkova" "Dzunkova.C.diff.mouse_feces" -1 -1 1 1 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "4.2" "3.2" "Invasion" "Dzunkova.C.diff.mouse_feces.-1" -1
"8882" "6-II-5-1-1.join.fq.gz" "3-II-3-2-1.join.fq.gz" 0.43422946817313 "Dzunkova" "Dzunkova.C.diff.mouse_feces" -1 -1 1 1 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "5.1" "3.2" "Invasion" "Dzunkova.C.diff.mouse_feces.-1" -1
"9203" "5-II-4-2-1.join.fq.gz" "4-II-4-1-1.join.fq.gz" 0.259020158606281 "Dzunkova" "Dzunkova.C.diff.mouse_feces" -1 -1 1 1 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "4.2" "4.1" "Invasion" "Dzunkova.C.diff.mouse_feces.-1" -1
"9218" "6-II-5-1-1.join.fq.gz" "4-II-4-1-1.join.fq.gz" 0.28791343574033 "Dzunkova" "Dzunkova.C.diff.mouse_feces" -1 -1 1 1 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "5.1" "4.1" "Invasion" "Dzunkova.C.diff.mouse_feces.-1" -1
"9543" "6-II-5-1-1.join.fq.gz" "5-II-4-2-1.join.fq.gz" 0.294586169902695 "Dzunkova" "Dzunkova.C.diff.mouse_feces" -1 -1 1 1 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "5.1" "4.2" "Invasion" "Dzunkova.C.diff.mouse_feces.-1" -1
"10222" "8-II-2-2-0.join.fq.gz" "7-II-2-1-0.join.fq.gz" 0.0720798065062925 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 0 0 2 2 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "2.2" "2.1" "Invasion" "Dzunkova.C.diff.mouse_feces.0" 0
"10232" "9-II-3-2-0.join.fq.gz" "7-II-2-1-0.join.fq.gz" 0.264917904134814 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 0 0 2 2 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "3.2" "2.1" "Invasion" "Dzunkova.C.diff.mouse_feces.0" 0
"10563" "9-II-3-2-0.join.fq.gz" "8-II-2-2-0.join.fq.gz" 0.312661258814674 "Dzunkova" "Dzunkova.C.diff.mouse_feces" 0 0 2 2 "C.diff" "Dzunkova.C.diff.mouse_feces" "Mammal" "3.2" "2.2" "Invasion" "Dzunkova.C.diff.mouse_feces.0" 0
"2168" "Plq-D0-11" "Plq-D0-10" 0.635248460771994 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "11" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"3130" "Plq-D0-12" "Plq-D0-10" 0.571571384912385 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "12" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"4120" "Plq-D0-13" "Plq-D0-10" 0.582696388167194 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "13" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"5109" "Plq-D0-14" "Plq-D0-10" 0.620105886822068 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "14" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"6105" "Plq-D0-15" "Plq-D0-10" 0.519741095535334 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "15" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"7106" "Plq-D0-16" "Plq-D0-10" 0.529772524256019 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "16" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"8103" "Plq-D0-17" "Plq-D0-10" 0.517387136426528 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "17" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"9107" "Plq-D0-18" "Plq-D0-10" 0.623008080101461 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "18" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"10105" "Plq-D0-19" "Plq-D0-10" 0.621031862330242 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "19" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"11104" "Plq-D0-20" "Plq-D0-10" 0.57673321373021 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "20" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"12103" "Plq-D0-21" "Plq-D0-10" 0.531409089206602 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "21" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"13104" "Plq-D0-23" "Plq-D0-10" 0.55088857486494 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "23" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"14100" "Plq-D0-24" "Plq-D0-10" 0.560630355490596 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "24" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"1530" "Plq-D0-26" "Plq-D0-10" 0.532082665882665 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "26" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"16101" "Plq-D0-27" "Plq-D0-10" 0.583943663841737 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "27" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"17100" "Plq-D0-28" "Plq-D0-10" 0.559836608004922 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "28" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"1897" "Plq-D0-29" "Plq-D0-10" 0.591429876838032 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "29" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"1960" "Plq-D0-30" "Plq-D0-10" 0.573143113636595 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "30" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"2044" "Plq-D0-31" "Plq-D0-10" 0.51920765955785 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "31" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"2169" "Plq-D0-32" "Plq-D0-10" 0.556443778471645 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "32" "10" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"7525" "Plq-D0-12" "Plq-D0-11" 0.616098981510054 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "12" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"7620" "Plq-D0-13" "Plq-D0-11" 0.683926126899329 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "13" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"7723" "Plq-D0-14" "Plq-D0-11" 0.452276415046006 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "14" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"7817" "Plq-D0-15" "Plq-D0-11" 0.448582335826416 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "15" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"7919" "Plq-D0-16" "Plq-D0-11" 0.548297769956621 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "16" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"8021" "Plq-D0-17" "Plq-D0-11" 0.503508526868685 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "17" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"8116" "Plq-D0-18" "Plq-D0-11" 0.568294384249909 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "18" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"8219" "Plq-D0-19" "Plq-D0-11" 0.465678115258345 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "19" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"8317" "Plq-D0-20" "Plq-D0-11" 0.638596325968143 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "20" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"8415" "Plq-D0-21" "Plq-D0-11" 0.592355299293516 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "21" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"8518" "Plq-D0-23" "Plq-D0-11" 0.445367213256032 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "23" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"8623" "Plq-D0-24" "Plq-D0-11" 0.588388871335198 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "24" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"8726" "Plq-D0-26" "Plq-D0-11" 0.572708191051174 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "26" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"8818" "Plq-D0-27" "Plq-D0-11" 0.521848167369218 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "27" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"8914" "Plq-D0-28" "Plq-D0-11" 0.575835870947362 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "28" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"9023" "Plq-D0-29" "Plq-D0-11" 0.473085888577025 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "29" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"9120" "Plq-D0-30" "Plq-D0-11" 0.552423816525131 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "30" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"9219" "Plq-D0-31" "Plq-D0-11" 0.564514061257882 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "31" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"9316" "Plq-D0-32" "Plq-D0-11" 0.510022458879075 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "32" "11" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"14812" "Plq-D0-13" "Plq-D0-12" 0.545523904210153 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "13" "12" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"14920" "Plq-D0-14" "Plq-D0-12" 0.611151867716813 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "14" "12" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"15018" "Plq-D0-15" "Plq-D0-12" 0.536021782729778 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "15" "12" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
"15116" "Plq-D0-16" "Plq-D0-12" 0.543628282621452 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" -1 -1 1 1 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "16" "12" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.-1" -1
