"col" "row" "value" "Study" "Time_series" "Time_since_dist" "Time_since_dist." "nmodel.Zscores" "nmodel.sds" "nmodel.means" "Rank" "Rank." "Time" "Disturbance" "Time_series." "Environment" "Experimental_unit" "Experimental_unit." "Selective_Factor" "Time_series_Time"
"1581" "G08A" "G05A" 0.571622272251261 "deVries" "deVries.Drought.mixDM" -1 -1 -139.12774532804 0.00305753408687645 0.997010096022009 1 1 -1 "Drought" "deVries.Drought.mixDM" "Soil" "63" "39" "Drought" "deVries.Drought.mixDM.-1"
"17511" "G08B" "G05B" 0.487888623220321 "deVries" "deVries.Drought.mixDM" 0 0 -156.488080262311 0.00324307088423482 0.995390560048823 2 2 0 "Drought" "deVries.Drought.mixDM" "Soil" "63" "39" "Drought" "deVries.Drought.mixDM.0"
"19210" "G10C" "G05C" 0.464227752864948 "deVries" "deVries.Drought.mixDM" 7 7 -168.770516959875 0.00314860355344999 0.995619202282403 3 3 7 "Drought" "deVries.Drought.mixDM" "Soil" "63" "39" "Drought" "deVries.Drought.mixDM.7"
"475" "D02B" "C04B" 0.465415455892676 "deVries" "deVries.Drought.mixH" 0 0 -149.23159055586 0.00356456871028202 0.997361714173711 2 2 0 "Drought" "deVries.Drought.mixH" "Soil" "12" "27" "Drought" "deVries.Drought.mixH.0"
"945" "F06B" "C04B" 0.562292020917088 "deVries" "deVries.Drought.mixH" 0 0 -137.229769991574 0.00316333073567322 0.996395170180802 2 2 0 "Drought" "deVries.Drought.mixH" "Soil" "46" "27" "Drought" "deVries.Drought.mixH.0"
"1617" "D02C" "C04C" 0.461228915568211 "deVries" "deVries.Drought.mixH" 7 7 -164.957140986135 0.00324624689169326 0.996720521757057 3 3 7 "Drought" "deVries.Drought.mixH" "Soil" "12" "27" "Drought" "deVries.Drought.mixH.7"
"2114" "F08C" "C04C" 0.528151937772503 "deVries" "deVries.Drought.mixH" 7 7 -139.298580111291 0.00335392678057929 0.995349176104432 3 3 7 "Drought" "deVries.Drought.mixH" "Soil" "46" "27" "Drought" "deVries.Drought.mixH.7"
"2214" "G11C" "C04C" 0.433476651393109 "deVries" "deVries.Drought.mixH" 7 7 -173.511058711317 0.00324580871728074 0.996660358302913 3 3 7 "Drought" "deVries.Drought.mixH" "Soil" "71" "27" "Drought" "deVries.Drought.mixH.7"
"2814" "D07A" "D02A" 0.463286894980549 "deVries" "deVries.Drought.mixH" -1 -1 -164.372446609961 0.00324284218295774 0.9963207985633 1 1 -1 "Drought" "deVries.Drought.mixH" "Soil" "52" "12" "Drought" "deVries.Drought.mixH.-1"
"2915" "E01A" "D02A" 0.485419012794264 "deVries" "deVries.Drought.mixH" -1 -1 -160.074947869916 0.00318829527055998 0.995785212023052 1 1 -1 "Drought" "deVries.Drought.mixH" "Soil" "5" "12" "Drought" "deVries.Drought.mixH.-1"
"3015" "F06A" "D02A" 0.441120308380496 "deVries" "deVries.Drought.mixH" -1 -1 -163.54503043247 0.00339419105322882 0.99622338747442 1 1 -1 "Drought" "deVries.Drought.mixH" "Soil" "46" "12" "Drought" "deVries.Drought.mixH.-1"
"4213" "F06B" "D02B" 0.566741004214287 "deVries" "deVries.Drought.mixH" 0 0 -135.744393297519 0.00316540256370379 0.996426654766669 2 2 0 "Drought" "deVries.Drought.mixH" "Soil" "46" "12" "Drought" "deVries.Drought.mixH.0"
"5413" "F08C" "D02C" 0.476128506989438 "deVries" "deVries.Drought.mixH" 7 7 -159.997718734578 0.00324841938990566 0.995868198867512 3 3 7 "Drought" "deVries.Drought.mixH" "Soil" "46" "12" "Drought" "deVries.Drought.mixH.7"
"5513" "G11C" "D02C" 0.398269290950061 "deVries" "deVries.Drought.mixH" 7 7 -189.139364365817 0.00316323637925734 0.996561809061622 3 3 7 "Drought" "deVries.Drought.mixH" "Soil" "71" "12" "Drought" "deVries.Drought.mixH.7"
"6212" "E01A" "D07A" 0.450786288105577 "deVries" "deVries.Drought.mixH" -1 -1 -160.492648004841 0.0033875901425631 0.994469600440624 1 1 -1 "Drought" "deVries.Drought.mixH" "Soil" "5" "52" "Drought" "deVries.Drought.mixH.-1"
"634" "F06A" "D07A" 0.449188226673683 "deVries" "deVries.Drought.mixH" -1 -1 -164.39222691954 0.00332274026504205 0.995420898319169 1 1 -1 "Drought" "deVries.Drought.mixH" "Soil" "46" "52" "Drought" "deVries.Drought.mixH.-1"
"7411" "F06A" "E01A" 0.471317018731651 "deVries" "deVries.Drought.mixH" -1 -1 -159.782243293428 0.00327553799616796 0.994689827752228 1 1 -1 "Drought" "deVries.Drought.mixH" "Soil" "46" "5" "Drought" "deVries.Drought.mixH.-1"
"1102" "G11C" "F08C" 0.472146919049367 "deVries" "deVries.Drought.mixH" 7 7 -167.386344172266 0.00312628442751765 0.995444240214232 3 3 7 "Drought" "deVries.Drought.mixH" "Soil" "71" "46" "Drought" "deVries.Drought.mixH.7"
"946" "E06C" "A03D" 0.455114749228641 "deVries" "deVries.Drought.mixLL" 60 60 -163.580963134724 0.0033071668906782 0.996104294453052 4 4 60 "Drought" "deVries.Drought.mixLL" "Soil" "4" "33" "Drought" "deVries.Drought.mixLL.60"
"1054" "H03D" "A03D" 0.43203693745258 "deVries" "deVries.Drought.mixLL" 60 60 -167.166418738863 0.00337053251250071 0.995476786810227 4 4 60 "Drought" "deVries.Drought.mixLL" "Soil" "40" "33" "Drought" "deVries.Drought.mixLL.60"
"1827" "D01A" "A05A" 0.435353517894404 "deVries" "deVries.Drought.mixLL" -1 -1 -166.292853354392 0.00336134351109076 0.994320921457958 1 1 -1 "Drought" "deVries.Drought.mixLL" "Soil" "4" "33" "Drought" "deVries.Drought.mixLL.-1"
"2416" "H05A" "A05A" 0.456517709770627 "deVries" "deVries.Drought.mixLL" -1 -1 -171.585018412884 0.00313516713652416 0.994465420618594 1 1 -1 "Drought" "deVries.Drought.mixLL" "Soil" "40" "33" "Drought" "deVries.Drought.mixLL.-1"
"3214" "D01B" "A05B" 0.479665593099127 "deVries" "deVries.Drought.mixLL" 0 0 -153.954840034552 0.00334434307925595 0.994543396886639 2 2 0 "Drought" "deVries.Drought.mixLL" "Soil" "4" "33" "Drought" "deVries.Drought.mixLL.0"
"3816" "H05B" "A05B" 0.44963265968121 "deVries" "deVries.Drought.mixLL" 0 0 -165.942400704725 0.00329072933994567 0.995704186421268 2 2 0 "Drought" "deVries.Drought.mixLL" "Soil" "40" "33" "Drought" "deVries.Drought.mixLL.0"
"4612" "D01C" "A05C" 0.419124416737275 "deVries" "deVries.Drought.mixLL" 7 7 -170.967546406582 0.00337129050288703 0.995505682239682 3 3 7 "Drought" "deVries.Drought.mixLL" "Soil" "4" "33" "Drought" "deVries.Drought.mixLL.7"
"477" "D11C" "A05C" 0.500509982095771 "deVries" "deVries.Drought.mixLL" 7 7 -154.863536951153 0.00319560265197071 0.995392311470441 3 3 7 "Drought" "deVries.Drought.mixLL" "Soil" "68" "33" "Drought" "deVries.Drought.mixLL.7"
"5211" "H05C" "A05C" 0.426952429420888 "deVries" "deVries.Drought.mixLL" 7 7 -173.042235086681 0.00328518038511753 0.995427385924549 3 3 7 "Drought" "deVries.Drought.mixLL" "Soil" "40" "33" "Drought" "deVries.Drought.mixLL.7"
"636" "H05A" "D01A" 0.456822462020626 "deVries" "deVries.Drought.mixLL" -1 -1 -159.85932482611 0.00335882391255637 0.99376178489168 1 1 -1 "Drought" "deVries.Drought.mixLL" "Soil" "40" "4" "Drought" "deVries.Drought.mixLL.-1"
"7713" "H05B" "D01B" 0.498706664859993 "deVries" "deVries.Drought.mixLL" 0 0 -146.58211680602 0.0033873243640673 0.995227840453584 2 2 0 "Drought" "deVries.Drought.mixLL" "Soil" "40" "4" "Drought" "deVries.Drought.mixLL.0"
"8614" "D11C" "D01C" 0.447711941291018 "deVries" "deVries.Drought.mixLL" 7 7 -166.852245022147 0.00328442086328493 0.995724935927688 3 3 7 "Drought" "deVries.Drought.mixLL" "Soil" "68" "4" "Drought" "deVries.Drought.mixLL.7"
"9112" "H05C" "D01C" 0.435497345599147 "deVries" "deVries.Drought.mixLL" 7 7 -169.730331341031 0.00330008013394403 0.99562104018542 3 3 7 "Drought" "deVries.Drought.mixLL" "Soil" "40" "4" "Drought" "deVries.Drought.mixLL.7"
"10410" "H05C" "D11C" 0.467903705351628 "deVries" "deVries.Drought.mixLL" 7 7 -161.315061362318 0.00326893186491542 0.995231649729695 3 3 7 "Drought" "deVries.Drought.mixLL" "Soil" "40" "68" "Drought" "deVries.Drought.mixLL.7"
"11410" "H03D" "E06C" 0.445413736405515 "deVries" "deVries.Drought.mixLL" 60 60 -168.472905914448 0.00326690636053873 0.995798944315868 4 4 60 "Drought" "deVries.Drought.mixLL" "Soil" "40" "4" "Drought" "deVries.Drought.mixLL.60"
"3107" "C07A" "C02A" 0.502916704982221 "deVries" "deVries.Drought.mixLM" -1 -1 -150.577116210153 0.00327918959624271 0.996687617890785 1 1 -1 "Drought" "deVries.Drought.mixLM" "Soil" "51" "11" "Drought" "deVries.Drought.mixLM.-1"
"577" "F01A" "C02A" 0.542497059193175 "deVries" "deVries.Drought.mixLM" -1 -1 -151.310189364479 0.00300077485190951 0.996544870275769 1 1 -1 "Drought" "deVries.Drought.mixLM" "Soil" "6" "11" "Drought" "deVries.Drought.mixLM.-1"
"637" "F05A" "C02A" 0.551555460092326 "deVries" "deVries.Drought.mixLM" -1 -1 -134.990839327526 0.00329544083711711 0.996409784648969 1 1 -1 "Drought" "deVries.Drought.mixLM" "Soil" "38" "11" "Drought" "deVries.Drought.mixLM.-1"
"844" "G03A" "C02A" 0.437015712337954 "deVries" "deVries.Drought.mixLM" -1 -1 -165.786121192726 0.0033791411388475 0.997230414710252 1 1 -1 "Drought" "deVries.Drought.mixLM" "Soil" "23" "11" "Drought" "deVries.Drought.mixLM.-1"
"1055" "H08A" "C02A" 0.477874835819299 "deVries" "deVries.Drought.mixLM" -1 -1 -151.223244244588 0.00343005493373572 0.996578870835969 1 1 -1 "Drought" "deVries.Drought.mixLM" "Soil" "64" "11" "Drought" "deVries.Drought.mixLM.-1"
"1417" "E11C" "C02C" 0.534676374212189 "deVries" "deVries.Drought.mixLM" 7 7 -144.872108462157 0.00318942384997192 0.99673493213711 2 2 7 "Drought" "deVries.Drought.mixLM" "Soil" "69" "11" "Drought" "deVries.Drought.mixLM.7"
"1724" "F05C" "C02C" 0.548343322520782 "deVries" "deVries.Drought.mixLM" 7 7 -142.615411746718 0.00314427664887501 0.996765631445682 2 2 7 "Drought" "deVries.Drought.mixLM" "Soil" "38" "11" "Drought" "deVries.Drought.mixLM.7"
"1932" "H04C" "C02C" 0.491364584297417 "deVries" "deVries.Drought.mixLM" 7 7 -151.747142083015 0.00333004189842185 0.996688925399631 2 2 7 "Drought" "deVries.Drought.mixLM" "Soil" "32" "11" "Drought" "deVries.Drought.mixLM.7"
"2516" "F01A" "C07A" 0.457986370756395 "deVries" "deVries.Drought.mixLM" -1 -1 -159.107670455145 0.00337313195394048 0.994677538085676 1 1 -1 "Drought" "deVries.Drought.mixLM" "Soil" "6" "51" "Drought" "deVries.Drought.mixLM.-1"
"2617" "F05A" "C07A" 0.414034547675751 "deVries" "deVries.Drought.mixLM" -1 -1 -176.423596891203 0.00329072735651537 0.994596504300474 1 1 -1 "Drought" "deVries.Drought.mixLM" "Soil" "38" "51" "Drought" "deVries.Drought.mixLM.-1"
"2815" "G03A" "C07A" 0.477862457992979 "deVries" "deVries.Drought.mixLM" -1 -1 -155.710699432947 0.00332948510431377 0.996298912337254 1 1 -1 "Drought" "deVries.Drought.mixLM" "Soil" "23" "51" "Drought" "deVries.Drought.mixLM.-1"
"3017" "H08A" "C07A" 0.40534240319414 "deVries" "deVries.Drought.mixLM" -1 -1 -177.245076221075 0.00332888391119375 0.995370685764785 1 1 -1 "Drought" "deVries.Drought.mixLM" "Soil" "64" "51" "Drought" "deVries.Drought.mixLM.-1"
"3716" "F05C" "E11C" 0.434863743957061 "deVries" "deVries.Drought.mixLM" 7 7 -171.733570976278 0.00326489298115902 0.995555474466884 2 2 7 "Drought" "deVries.Drought.mixLM" "Soil" "38" "69" "Drought" "deVries.Drought.mixLM.7"
"3917" "H04C" "E11C" 0.440825052702196 "deVries" "deVries.Drought.mixLM" 7 7 -165.162053484586 0.00335944457907072 0.995677817949178 2 2 7 "Drought" "deVries.Drought.mixLM" "Soil" "32" "69" "Drought" "deVries.Drought.mixLM.7"
"4613" "F05A" "F01A" 0.43750271379229 "deVries" "deVries.Drought.mixLM" -1 -1 -174.041713861015 0.00319895527895016 0.994254373105516 1 1 -1 "Drought" "deVries.Drought.mixLM" "Soil" "38" "6" "Drought" "deVries.Drought.mixLM.-1"
"4815" "G03A" "F01A" 0.521724275249164 "deVries" "deVries.Drought.mixLM" -1 -1 -148.282755866507 0.00319694830444142 0.995776580194495 1 1 -1 "Drought" "deVries.Drought.mixLM" "Soil" "23" "6" "Drought" "deVries.Drought.mixLM.-1"
"5016" "H08A" "F01A" 0.445990538137523 "deVries" "deVries.Drought.mixLM" -1 -1 -164.503189503721 0.00333541228448109 0.994676497244554 1 1 -1 "Drought" "deVries.Drought.mixLM" "Soil" "64" "6" "Drought" "deVries.Drought.mixLM.-1"
"5812" "G03A" "F05A" 0.485210945670471 "deVries" "deVries.Drought.mixLM" -1 -1 -159.410652248896 0.00320476191436529 0.996084132741863 1 1 -1 "Drought" "deVries.Drought.mixLM" "Soil" "23" "38" "Drought" "deVries.Drought.mixLM.-1"
"6016" "H08A" "F05A" 0.438856108979489 "deVries" "deVries.Drought.mixLM" -1 -1 -165.662039909407 0.00335581271924497 0.994786889603545 1 1 -1 "Drought" "deVries.Drought.mixLM" "Soil" "64" "38" "Drought" "deVries.Drought.mixLM.-1"
"6914" "H04C" "F05C" 0.465111887705946 "deVries" "deVries.Drought.mixLM" 7 7 -162.392020319969 0.00326703836449542 0.995652848179205 2 2 7 "Drought" "deVries.Drought.mixLM" "Soil" "32" "38" "Drought" "deVries.Drought.mixLM.7"
"8013" "H08A" "G03A" 0.467011732930559 "deVries" "deVries.Drought.mixLM" -1 -1 -157.4876325249 0.00336090731138469 0.996313068536161 1 1 -1 "Drought" "deVries.Drought.mixLM" "Soil" "64" "23" "Drought" "deVries.Drought.mixLM.-1"
"680" "D06C" "A02D" 0.486176841628717 "deVries" "deVries.Drought.mixRL" 60 60 -155.020740005304 0.00328299172704526 0.995108648586564 3 3 60 "Drought" "deVries.Drought.mixRL" "Soil" "3" "25" "Drought" "deVries.Drought.mixRL.60"
"784" "E03D" "A02D" 0.465204083560003 "deVries" "deVries.Drought.mixRL" 60 60 -161.928446415956 0.00327644404608018 0.995753577710576 3 3 60 "Drought" "deVries.Drought.mixRL" "Soil" "37" "25" "Drought" "deVries.Drought.mixRL.60"
"1418" "C01B" "A04B" 0.622611477649969 "deVries" "deVries.Drought.mixRL" 0 0 -132.443479762038 0.00283170068599968 0.997651770148318 1 1 0 "Drought" "deVries.Drought.mixRL" "Soil" "3" "25" "Drought" "deVries.Drought.mixRL.0"
"1829" "E05B" "A04B" 0.591797072201567 "deVries" "deVries.Drought.mixRL" 0 0 -137.3719453248 0.00295631959209959 0.997912445570107 1 1 0 "Drought" "deVries.Drought.mixRL" "Soil" "37" "25" "Drought" "deVries.Drought.mixRL.0"
"2517" "C01C" "A04C" 0.493127422489868 "deVries" "deVries.Drought.mixRL" 7 7 -154.233478027193 0.00325747060240027 0.995538443069398 2 2 7 "Drought" "deVries.Drought.mixRL" "Soil" "3" "25" "Drought" "deVries.Drought.mixRL.7"
"2917" "E05C" "A04C" 0.451519332768069 "deVries" "deVries.Drought.mixRL" 7 7 -166.484842812506 0.00326753859836031 0.99551498269988 2 2 7 "Drought" "deVries.Drought.mixRL" "Soil" "37" "25" "Drought" "deVries.Drought.mixRL.7"
"3018" "F11C" "A04C" 0.41474297743658 "deVries" "deVries.Drought.mixRL" 7 7 -182.307578415978 0.00318172937228901 0.99479635447358 2 2 7 "Drought" "deVries.Drought.mixRL" "Soil" "70" "25" "Drought" "deVries.Drought.mixRL.7"
"3818" "E05B" "C01B" 0.435489317608747 "deVries" "deVries.Drought.mixRL" 0 0 -174.331844275597 0.00321378390249144 0.995754192433306 1 1 0 "Drought" "deVries.Drought.mixRL" "Soil" "37" "3" "Drought" "deVries.Drought.mixRL.0"
"4914" "E05C" "C01C" 0.474294925435508 "deVries" "deVries.Drought.mixRL" 7 7 -157.770708912763 0.00330846003018716 0.996273009807677 2 2 7 "Drought" "deVries.Drought.mixRL" "Soil" "37" "3" "Drought" "deVries.Drought.mixRL.7"
"5017" "F11C" "C01C" 0.500352365329729 "deVries" "deVries.Drought.mixRL" 7 7 -151.021699707189 0.0032801010030349 0.995718794019314 2 2 7 "Drought" "deVries.Drought.mixRL" "Soil" "70" "3" "Drought" "deVries.Drought.mixRL.7"
"5710" "E03D" "D06C" 0.435873354982324 "deVries" "deVries.Drought.mixRL" 60 60 -160.893229358012 0.00346950335293984 0.994092953705265 3 3 60 "Drought" "deVries.Drought.mixRL" "Soil" "37" "3" "Drought" "deVries.Drought.mixRL.60"
"9015" "F11C" "E05C" 0.432364796964119 "deVries" "deVries.Drought.mixRL" 7 7 -173.220648719877 0.00325289191379229 0.995832844486863 2 2 7 "Drought" "deVries.Drought.mixRL" "Soil" "70" "37" "Drought" "deVries.Drought.mixRL.7"
"1057" "F06D" "B03D" 0.433309539056318 "deVries" "deVries.Drought.mixRM" 60 60 -171.091856074473 0.00328222882135336 0.994872160162793 4 4 60 "Drought" "deVries.Drought.mixRM" "Soil" "62" "34" "Drought" "deVries.Drought.mixRM.60"
"1519" "H04D" "B03D" 0.419054680511175 "deVries" "deVries.Drought.mixRM" 60 60 -172.852588391715 0.00333635986174272 0.99575311841963 4 4 60 "Drought" "deVries.Drought.mixRM" "Soil" "48" "34" "Drought" "deVries.Drought.mixRM.60"
"2316" "B07A" "B05A" 0.466885286457715 "deVries" "deVries.Drought.mixRM" -1 -1 -149.575613121104 0.00352486246773706 0.994118751237054 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "50" "34" "Drought" "deVries.Drought.mixRM.-1"
"2419" "C08A" "B05A" 0.375661874694382 "deVries" "deVries.Drought.mixRM" -1 -1 -189.363997480951 0.00326996609269648 0.994875725634552 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "59" "34" "Drought" "deVries.Drought.mixRM.-1"
"2518" "F02A" "B05A" 0.562308127353482 "deVries" "deVries.Drought.mixRM" -1 -1 -145.036241511126 0.00299937114428095 0.997325645016917 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "14" "34" "Drought" "deVries.Drought.mixRM.-1"
"2918" "F08A" "B05A" 0.406875703434083 "deVries" "deVries.Drought.mixRM" -1 -1 -177.553827661238 0.0033110772792412 0.994770148045515 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "62" "34" "Drought" "deVries.Drought.mixRM.-1"
"3215" "G01A" "B05A" 0.431351588009797 "deVries" "deVries.Drought.mixRM" -1 -1 -164.356569012063 0.00342575358180722 0.994396692996417 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "7" "34" "Drought" "deVries.Drought.mixRM.-1"
"3415" "H06A" "B05A" 0.39722698329459 "deVries" "deVries.Drought.mixRM" -1 -1 -178.078887617462 0.00335643623251122 0.994937413939134 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "48" "34" "Drought" "deVries.Drought.mixRM.-1"
"4416" "F02B" "B05B" 0.524373980273986 "deVries" "deVries.Drought.mixRM" 0 0 -145.509487385262 0.00325061612233004 0.997369465920498 2 2 0 "Drought" "deVries.Drought.mixRM" "Soil" "14" "34" "Drought" "deVries.Drought.mixRM.0"
"4817" "F08B" "B05B" 0.458861849750734 "deVries" "deVries.Drought.mixRM" 0 0 -163.12739708083 0.0032932588832285 0.996082599285121 2 2 0 "Drought" "deVries.Drought.mixRM" "Soil" "62" "34" "Drought" "deVries.Drought.mixRM.0"
"5313" "H06B" "B05B" 0.462952521273309 "deVries" "deVries.Drought.mixRM" 0 0 -156.810622439144 0.00339682957740717 0.995611481626222 2 2 0 "Drought" "deVries.Drought.mixRM" "Soil" "48" "34" "Drought" "deVries.Drought.mixRM.0"
"6310" "F02C" "B05C" 0.451631950424699 "deVries" "deVries.Drought.mixRM" 7 7 -169.044285286837 0.00322404481769103 0.996638302364009 3 3 7 "Drought" "deVries.Drought.mixRM" "Soil" "14" "34" "Drought" "deVries.Drought.mixRM.7"
"6710" "F10C" "B05C" 0.453808923908572 "deVries" "deVries.Drought.mixRM" 7 7 -166.738963314858 0.00325137431370754 0.995939706324726 3 3 7 "Drought" "deVries.Drought.mixRM" "Soil" "62" "34" "Drought" "deVries.Drought.mixRM.7"
"7215" "H08C" "B05C" 0.428908257594488 "deVries" "deVries.Drought.mixRM" 7 7 -168.177502796199 0.00337203268818335 0.996008294440316 3 3 7 "Drought" "deVries.Drought.mixRM" "Soil" "48" "34" "Drought" "deVries.Drought.mixRM.7"
"786" "C08A" "B07A" 0.441593688772605 "deVries" "deVries.Drought.mixRM" -1 -1 -164.442022821125 0.00335916163139861 0.993981022422903 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "59" "50" "Drought" "deVries.Drought.mixRM.-1"
"796" "F02A" "B07A" 0.635000621135306 "deVries" "deVries.Drought.mixRM" -1 -1 -132.117933267508 0.00274133618719426 0.997180292578842 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "14" "50" "Drought" "deVries.Drought.mixRM.-1"
"8310" "F08A" "B07A" 0.42763945818003 "deVries" "deVries.Drought.mixRM" -1 -1 -171.065985304012 0.00331217623300624 0.994240148979774 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "62" "50" "Drought" "deVries.Drought.mixRM.-1"
"8615" "G01A" "B07A" 0.444358516447178 "deVries" "deVries.Drought.mixRM" -1 -1 -162.229268456291 0.0033858272069464 0.993638787349501 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "7" "50" "Drought" "deVries.Drought.mixRM.-1"
"8811" "H06A" "B07A" 0.4805081749622 "deVries" "deVries.Drought.mixRM" -1 -1 -152.385598341184 0.00337321395756565 0.994537402218674 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "48" "50" "Drought" "deVries.Drought.mixRM.-1"
"9711" "F02A" "C08A" 0.581399371175722 "deVries" "deVries.Drought.mixRM" -1 -1 -134.652267840879 0.00308828650044156 0.997244152202549 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "14" "59" "Drought" "deVries.Drought.mixRM.-1"
"10114" "F08A" "C08A" 0.391481162152887 "deVries" "deVries.Drought.mixRM" -1 -1 -171.776881332875 0.00351054212245789 0.994511139736396 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "62" "59" "Drought" "deVries.Drought.mixRM.-1"
"10411" "G01A" "C08A" 0.423610191629088 "deVries" "deVries.Drought.mixRM" -1 -1 -169.236979887432 0.00337178107093759 0.994240236916177 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "7" "59" "Drought" "deVries.Drought.mixRM.-1"
"10610" "H06A" "C08A" 0.420735826271562 "deVries" "deVries.Drought.mixRM" -1 -1 -175.700061336885 0.00326858931489597 0.99502716938387 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "48" "59" "Drought" "deVries.Drought.mixRM.-1"
"11910" "F08A" "F02A" 0.592190910824726 "deVries" "deVries.Drought.mixRM" -1 -1 -138.395069030011 0.00292788481510686 0.99739573192336 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "62" "14" "Drought" "deVries.Drought.mixRM.-1"
"12212" "G01A" "F02A" 0.589401581214946 "deVries" "deVries.Drought.mixRM" -1 -1 -138.002234517997 0.00295482478144906 0.997174003664067 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "7" "14" "Drought" "deVries.Drought.mixRM.-1"
"12411" "H06A" "F02A" 0.561114831579732 "deVries" "deVries.Drought.mixRM" -1 -1 -140.112246257866 0.00311391456392802 0.99741239578677 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "48" "14" "Drought" "deVries.Drought.mixRM.-1"
"13811" "F08B" "F02B" 0.587686704653266 "deVries" "deVries.Drought.mixRM" 0 0 -129.608914535719 0.00315910194929618 0.997134479209219 2 2 0 "Drought" "deVries.Drought.mixRM" "Soil" "62" "14" "Drought" "deVries.Drought.mixRM.0"
"14311" "H06B" "F02B" 0.575131674798857 "deVries" "deVries.Drought.mixRM" 0 0 -134.828513816585 0.00312818475481483 0.996900176234238 2 2 0 "Drought" "deVries.Drought.mixRM" "Soil" "48" "14" "Drought" "deVries.Drought.mixRM.0"
"1572" "F10C" "F02C" 0.522842602956863 "deVries" "deVries.Drought.mixRM" 7 7 -145.867174782421 0.00324703229526577 0.996478030294561 3 3 7 "Drought" "deVries.Drought.mixRM" "Soil" "62" "14" "Drought" "deVries.Drought.mixRM.7"
"1625" "H08C" "F02C" 0.445646801259197 "deVries" "deVries.Drought.mixRM" 7 7 -168.293184129337 0.00327386319543031 0.996615662822009 3 3 7 "Drought" "deVries.Drought.mixRM" "Soil" "48" "14" "Drought" "deVries.Drought.mixRM.7"
"1772" "H04D" "F06D" 0.417941006277642 "deVries" "deVries.Drought.mixRM" 60 60 -182.050770471735 0.00316964115301935 0.994976620303733 4 4 60 "Drought" "deVries.Drought.mixRM" "Soil" "48" "62" "Drought" "deVries.Drought.mixRM.60"
"1943" "G01A" "F08A" 0.419505909210989 "deVries" "deVries.Drought.mixRM" -1 -1 -167.269231878477 0.003435405272067 0.994143510260906 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "7" "62" "Drought" "deVries.Drought.mixRM.-1"
"1961" "H06A" "F08A" 0.405874339216653 "deVries" "deVries.Drought.mixRM" -1 -1 -175.549866816765 0.0033565759903998 0.995120807291689 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "48" "62" "Drought" "deVries.Drought.mixRM.-1"
"2152" "H06B" "F08B" 0.424235185520505 "deVries" "deVries.Drought.mixRM" 0 0 -175.744329995669 0.00324874346908856 0.99518342982328 2 2 0 "Drought" "deVries.Drought.mixRM" "Soil" "48" "62" "Drought" "deVries.Drought.mixRM.0"
"2342" "H08C" "F10C" 0.437515882383958 "deVries" "deVries.Drought.mixRM" 7 7 -169.613863533807 0.00329287402609206 0.996032968079554 3 3 7 "Drought" "deVries.Drought.mixRM" "Soil" "48" "62" "Drought" "deVries.Drought.mixRM.7"
"2501" "H06A" "G01A" 0.438888181790188 "deVries" "deVries.Drought.mixRM" -1 -1 -164.010969981144 0.00338787344646013 0.994536591917475 1 1 -1 "Drought" "deVries.Drought.mixRM" "Soil" "48" "7" "Drought" "deVries.Drought.mixRM.-1"
"2120" "DRR066439" "DRR066438" 0.299199994901153 "Dong" "Dong.Nitrate1x.Water" -0.1 -0.1 -218.610511569603 0.00319603593697034 0.997887046077076 1 1 -0.1 "Nitrate1x" "Dong.Nitrate1x.Water" "Aquatic" "2" "1" "Nutrient" "Dong.Nitrate1x.Water.-0.1"
"3116" "DRR066440" "DRR066438" 0.286232382610363 "Dong" "Dong.Nitrate1x.Water" -0.1 -0.1 -246.761123752602 0.00288475975401262 0.998078941266798 1 1 -0.1 "Nitrate1x" "Dong.Nitrate1x.Water" "Aquatic" "3" "1" "Nutrient" "Dong.Nitrate1x.Water.-0.1"
"4103" "DRR066441" "DRR066438" 0.270149333001982 "Dong" "Dong.Nitrate1x.Water" -0.1 -0.1 -254.450072312299 0.00286095973124891 0.998120743500842 1 1 -0.1 "Nitrate1x" "Dong.Nitrate1x.Water" "Aquatic" "4" "1" "Nutrient" "Dong.Nitrate1x.Water.-0.1"
