"col" "row" "value" "Study" "Time_series" "Time_since_dist" "Time_since_dist." "Rank" "Rank." "Disturbance" "Time_series." "Environment" "Experimental_unit" "Experimental_unit." "Selective_Factor" "Time_series_Time" "Time"
"791" "ETEC35.fwd" "ETEC11.fwd" 0.702566763666205 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 0 180 1 6 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "10" "4" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.0" 180
"111" "ETEC16.fwd" "ETEC12.fwd" 0.934526236840955 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 1 0 2 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "6" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.1" 1
"112" "ETEC17.fwd" "ETEC12.fwd" 0.926389394304717 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 7 0 3 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "6" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.7" 7
"113" "ETEC18.fwd" "ETEC12.fwd" 0.828683227557503 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 30 0 4 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "6" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.30" 30
"1145" "ETEC19.fwd" "ETEC12.fwd" 0.803414403796797 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 90 0 5 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "6" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.90" 90
"1151" "ETEC1.fwd" "ETEC12.fwd" 0.636450916937904 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 180 0 6 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "3" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.180" 180
"1161" "ETEC20.fwd" "ETEC12.fwd" 0.777933485134158 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 180 0 6 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "6" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.180" 180
"11810" "ETEC22.fwd" "ETEC12.fwd" 0.940732562087536 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 1 0 2 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "7" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.1" 1
"1197" "ETEC23.fwd" "ETEC12.fwd" 0.799769037024351 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 7 0 3 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "7" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.7" 7
"1201" "ETEC24.fwd" "ETEC12.fwd" 0.710535428320663 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 30 0 4 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "7" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.30" 30
"1211" "ETEC25.fwd" "ETEC12.fwd" 0.705861952581453 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 180 0 6 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "7" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.180" 180
"12310" "ETEC27.fwd" "ETEC12.fwd" 0.87489416505507 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 1 0 2 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "8" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.1" 1
"1249" "ETEC28.fwd" "ETEC12.fwd" 0.924988767843131 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 7 0 3 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "8" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.7" 7
"1261" "ETEC2.fwd" "ETEC12.fwd" 0.680453125783994 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 180 0 6 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "3" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.180" 180
"1271" "ETEC31.fwd" "ETEC12.fwd" 0.929223895506216 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 7 0 3 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "9" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.7" 7
"12810" "ETEC32.fwd" "ETEC12.fwd" 0.816543683634028 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 30 0 4 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "9" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.30" 30
"12910" "ETEC33.fwd" "ETEC12.fwd" 0.794205663597447 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 90 0 5 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "9" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.90" 90
"1301" "ETEC34.fwd" "ETEC12.fwd" 0.778274876152647 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 180 0 6 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "9" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.180" 180
"1321" "ETEC36.fwd" "ETEC12.fwd" 0.929179241022072 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 1 0 2 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "10" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.1" 1
"13310" "ETEC37.fwd" "ETEC12.fwd" 0.742562321181147 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 7 0 3 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "10" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.7" 7
"13410" "ETEC38.fwd" "ETEC12.fwd" 0.712765800818644 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 30 0 4 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "10" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.30" 30
"1353" "ETEC39.fwd" "ETEC12.fwd" 0.68421406690407 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 90 0 5 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "10" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.90" 90
"136" "ETEC3.fwd" "ETEC12.fwd" 0.558250474293877 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 180 0 6 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "3" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.180" 180
"137" "ETEC40.fwd" "ETEC12.fwd" 0.707584699340386 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 180 0 6 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "10" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.180" 180
"138" "ETEC41.fwd" "ETEC12.fwd" 0.555340995412115 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 1 0 2 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "11" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.1" 1
"139" "ETEC42.fwd" "ETEC12.fwd" 0.630021401772219 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 7 0 3 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "11" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.7" 7
"140" "ETEC43.fwd" "ETEC12.fwd" 0.715281269743356 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 30 0 4 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "11" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.30" 30
"141" "ETEC44.fwd" "ETEC12.fwd" 0.709419505491762 "David" "David.E.Coli_Azithromycin.Human_anal_Swab" 90 0 5 1 "E.Coli_Azithromycin" "David.E.Coli_Azithromycin.Human_anal_Swab" "Mammal" "11" "5" "Death" "David.E.Coli_Azithromycin.Human_anal_Swab.90" 90
