"col" "row" "value" "Study" "Time_series" "Time_since_dist" "Time_since_dist." "nmodel.Zscores" "nmodel.sds" "nmodel.means" "Rank" "Rank." "Time" "Disturbance" "Time_series." "Environment" "Experimental_unit" "Experimental_unit." "Selective_Factor" "Time_series_Time"
"23172" "Ines-Groeningen-E9-2_S153_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 24 -0.1 0.344826068013498 0.00233295760695642 0.999195535401551 7 1 24 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.24"
"23182" "Ines-Groeningen-E9-3_S161_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 24 -0.1 0.356852101279108 0.00198275924554413 0.999292448196897 7 1 24 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.24"
"23191" "Ines-Groeningen-E9-4_S169_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 24 -0.1 0.311604490979023 0.00263243948677613 0.99917972003369 7 1 24 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.24"
"23201" "Ines-Groeningen-E9-5_S177_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 24 -0.1 0.373973446429224 0.00240272431602177 0.999101444906718 7 1 24 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.24"
"23261" "Ines-Groeningen-F4-1_S140_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 0 -0.1 0.479720730542409 0.00188560766750327 0.999095434912229 2 1 0 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.0"
"23271" "Ines-Groeningen-F4-2_S148_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 0.684307965702723 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 0 -0.1 -171.164842719967 0.00184335773023269 0.999826001674637 2 1 0 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.0"
"23281" "Ines-Groeningen-F4-3_S156_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 0 -0.1 0.375663193605571 0.00197871317799229 0.999256670288326 2 1 0 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.0"
"23291" "Ines-Groeningen-F4-4_S164_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 0 -0.1 0.342679278275626 0.00226868411612458 0.999222568964451 2 1 0 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.0"
"23301" "Ines-Groeningen-F4-5_S172_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 0 -0.1 0.346280625650469 0.00212586770864568 0.9992638531998 2 1 0 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.0"
"233110" "Ines-Groeningen-F5-1_S180_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 1 -0.1 0.342805117820513 0.0021036488851155 0.999278858396085 3 1 1 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.1"
"233210" "Ines-Groeningen-F5-3_S101_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 1 -0.1 0.352867762048123 0.00197140858244263 0.999304353465431 3 1 1 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.1"
"23333" "Ines-Groeningen-F5-4_S109_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 0.725566371308411 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 1 -0.1 -76.8655604756008 0.00356365821131109 0.999488957064315 3 1 1 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.1"
"23341" "Ines-Groeningen-F5-5_S117_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 1 -0.1 0.331354968284732 0.00201369635161043 0.999332751709277 3 1 1 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.1"
"23351" "Ines-Groeningen-F6-1_S125_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 4 -0.1 0.31756479945576 0.00251459093619504 0.999201454433634 4 1 4 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.4"
"23361" "Ines-Groeningen-F6-2_S133_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 4 -0.1 0.280476174236228 0.00208357711759086 0.999415606261332 4 1 4 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.4"
"23371" "Ines-Groeningen-F6-3_S141_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 4 -0.1 0.37719858789566 0.00218679652367155 0.999175143439256 4 1 4 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.4"
"23382" "Ines-Groeningen-F6-4_S149_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 0.719577858965466 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 4 -0.1 -69.8510522987831 0.00400748744333602 0.999505073956647 4 1 4 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.4"
"23392" "Ines-Groeningen-F6-5_S157_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 4 -0.1 0.297107484645663 0.00251658039310819 0.999252305129495 4 1 4 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.4"
"23402" "Ines-Groeningen-F7-1_S165_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 11 -0.1 0.337733145139685 0.00212876708529061 0.999281044797015 5 1 11 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.11"
"234110" "Ines-Groeningen-F7-2_S173_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 11 -0.1 0.236907220799916 0.00329108595158666 0.999220317973796 5 1 11 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.11"
"234210" "Ines-Groeningen-F7-3_S181_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 11 -0.1 0.314917773570988 0.00188976716110243 0.999404878733058 5 1 11 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.11"
"23433" "Ines-Groeningen-F7-4_S189_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 0.707179667154244 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 11 -0.1 -89.9637373624904 0.00324812829929331 0.99939342839154 5 1 11 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.11"
"23442" "Ines-Groeningen-F7-5_S102_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 11 -0.1 0.328525749547107 0.00223022073168095 0.999267315062469 5 1 11 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.11"
"23452" "Ines-Groeningen-F9-1_S150_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 0.716527099703952 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 24 -0.1 -71.6189315083858 0.00395008115766355 0.999427691587223 7 1 24 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.24"
"23462" "Ines-Groeningen-F9-2_S158_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 24 -0.1 0.332957522994911 0.00227067136387709 0.999243962887148 7 1 24 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.24"
"23471" "Ines-Groeningen-F9-3_S166_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 24 -0.1 0.305760748476079 0.00293495974542065 0.999102604511493 7 1 24 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.24"
"23481" "Ines-Groeningen-F9-4_S174_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 24 -0.1 0.319304183837176 0.00240237126971751 0.999232912802449 7 1 24 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.24"
"23491" "Ines-Groeningen-F9-5_S182_L001_R1_001" "Ines-Groeningen-E3-2_S15_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 24 -0.1 0.341804647859955 0.00249384874330383 0.999147590908479 7 1 24 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.24"
"23801" "Ines-Groeningen-E4-1_S47_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 0 -0.1 1.87345427440128 0.00335902582247232 0.993707018715065 2 1 0 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.0"
"23819" "Ines-Groeningen-E4-3_S63_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 0.390977497573798 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 0 -0.1 -177.482130748556 0.00340035207738412 0.994479229563211 2 1 0 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.0"
"23821" "Ines-Groeningen-E4-4_S71_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 0 -0.1 1.86864606555245 0.00337096397928397 0.993700861422992 2 1 0 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.0"
"23831" "Ines-Groeningen-E4-5_S79_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 0 -0.1 1.41178473564331 0.00315818030264105 0.995541329256322 2 1 0 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.0"
"23841" "Ines-Groeningen-E5-1_S87_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 1 -0.1 1.65200719971416 0.00301367436011198 0.995021388259501 3 1 1 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.1"
"23851" "Ines-Groeningen-E5-2_S95_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 1 -0.1 0.360628388991079 0.00184666944090337 0.999334038574528 3 1 1 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.1"
"23861" "Ines-Groeningen-E5-3_S8_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 1 -0.1 1.36332484321798 0.00316610414907467 0.995683571557351 3 1 1 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.1"
"23871" "Ines-Groeningen-E5-4_S16_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 1 -0.1 0.430994304715236 0.0018607144729902 0.99919804265944 3 1 1 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.1"
"23881" "Ines-Groeningen-E5-5_S24_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 0.46977239913356 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 1 -0.1 -161.595827572143 0.0032549992981366 0.99576670446269 3 1 1 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.1"
"23891" "Ines-Groeningen-E6-1_S32_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 4 -0.1 1.49748654198327 0.00320780624202139 0.995196353323283 4 1 4 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.4"
"23901" "Ines-Groeningen-E6-2_S40_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 4 -0.1 1.15416968997601 0.0031957779676329 0.996311529933865 4 1 4 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.4"
"23918" "Ines-Groeningen-E6-3_S48_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 4 -0.1 1.63541506145685 0.003263256252417 0.994663221575404 4 1 4 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.4"
"23921" "Ines-Groeningen-E6-4_S56_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 4 -0.1 0.360998144776975 0.00156247152544633 0.999435950678047 4 1 4 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.4"
"23931" "Ines-Groeningen-E6-5_S64_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 0.415845085170131 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 4 -0.1 -176.99149216839 0.00326766347290974 0.994193719144571 4 1 4 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.4"
"23941" "Ines-Groeningen-E7-1_S72_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 11 -0.1 1.78091485511245 0.00321102717140843 0.994281434010269 5 1 11 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.11"
"23951" "Ines-Groeningen-E7-2_S80_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 11 -0.1 1.0987153787963 0.0030952684045406 0.996599181002429 5 1 11 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.11"
"23961" "Ines-Groeningen-E7-3_S88_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 11 -0.1 0.572993432982442 0.00244492895180346 0.998599071766508 5 1 11 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.11"
"23971" "Ines-Groeningen-E7-5_S97_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 11 -0.1 1.72279212059085 0.00323711060867595 0.994423131349892 5 1 11 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.11"
"23981" "Ines-Groeningen-E8-1_S105_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 18 -0.1 0.729580758209358 0.0024660628693166 0.998200807982012 6 1 18 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.18"
"23991" "Ines-Groeningen-E8-2_S113_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 0.634810554656911 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 18 -0.1 -122.116629314752 0.00296110412084836 0.996410608944935 6 1 18 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.18"
"24001" "Ines-Groeningen-E8-3_S121_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 18 -0.1 0.981905110114801 0.00271024636469691 0.997338795244834 6 1 18 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.18"
"24018" "Ines-Groeningen-E8-4_S129_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 18 -0.1 1.53567941068551 0.00316392766490897 0.995141221428101 6 1 18 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.18"
"24021" "Ines-Groeningen-E8-5_S137_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 18 -0.1 1.43578343838795 0.00313340784379166 0.995501104912169 6 1 18 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.18"
"24031" "Ines-Groeningen-E9-1_S145_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 24 -0.1 0.476226937750353 0.00202013983002225 0.999037954994921 7 1 24 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.24"
"24041" "Ines-Groeningen-E9-2_S153_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 0.460982746351926 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 24 -0.1 -162.457900540881 0.00328871168756458 0.995259942597925 7 1 24 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.24"
"24051" "Ines-Groeningen-E9-3_S161_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 24 -0.1 1.48299343739605 0.00332321270893452 0.995071697361579 7 1 24 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.24"
"24061" "Ines-Groeningen-E9-4_S169_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 24 -0.1 1.25085588306633 0.00308829114395123 0.996136992853967 7 1 24 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.24"
"24071" "Ines-Groeningen-E9-5_S177_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 24 -0.1 1.63943429595691 0.00321380652056732 0.994731175369612 7 1 24 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.24"
"24132" "Ines-Groeningen-F4-1_S140_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 0 -0.1 1.83459717058213 0.00338436952172934 0.993791045251231 2 1 0 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.0"
"24142" "Ines-Groeningen-F4-2_S148_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 0 -0.1 0.386361495063137 0.00172434752875452 0.999333778510782 2 1 0 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.0"
"24152" "Ines-Groeningen-F4-3_S156_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 0.379289775625987 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 0 -0.1 -187.039696623946 0.00329122814120086 0.994880088676391 2 1 0 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.0"
"24162" "Ines-Groeningen-F4-4_S164_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 0 -0.1 1.51297650752681 0.00323169409154381 0.995110522759981 2 1 0 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.0"
"24172" "Ines-Groeningen-F4-5_S172_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 0 -0.1 1.39296504747164 0.00325604304697122 0.995464445842506 2 1 0 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.0"
"24182" "Ines-Groeningen-F5-1_S180_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 1 -0.1 1.21981147951678 0.0028029173943103 0.996580969186283 3 1 1 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.1"
"24192" "Ines-Groeningen-F5-3_S101_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 1 -0.1 1.49010094935324 0.00313043077080293 0.995335342136542 3 1 1 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.1"
"24203" "Ines-Groeningen-F5-4_S109_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 1 -0.1 0.464848654919755 0.00202917531044133 0.999056740586345 3 1 1 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.1"
"242110" "Ines-Groeningen-F5-5_S117_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 0.583110663007214 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 1 -0.1 -136.611612796758 0.00302353117496513 0.996160133160478 3 1 1 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.1"
"24223" "Ines-Groeningen-F6-1_S125_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 4 -0.1 1.23568540946447 0.00302588028678064 0.996260963878839 4 1 4 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.4"
"24233" "Ines-Groeningen-F6-2_S133_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 4 -0.1 1.14417234956325 0.00303265416576407 0.996530120957745 4 1 4 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.4"
"24243" "Ines-Groeningen-F6-3_S141_L001_R1_001" "Ines-Groeningen-E3-3_S23_L001_R1_001" 1 "Jurburg_Microcosm" "Jurburg_Microcosm.1Heat.Soil" 4 -0.1 1.48061175789322 0.00317629457171391 0.995297140910588 4 1 4 "1Heat" "Jurburg_Microcosm.1Heat.Soil" "Soil" NA NA "Death" "Jurburg_Microcosm.1Heat.Soil.4"
