"col" "row" "value" "Study" "Time_series" "Time_since_dist" "Time_since_dist." "nmodel.Zscores" "nmodel.sds" "nmodel.means" "Rank" "Rank." "Time" "Disturbance" "Time_series." "Environment" "Experimental_unit" "Experimental_unit." "Selective_Factor" "Time_series_Time"
"20717" "Plq-D7-21" "Plq-D0-12" 0.597476326623745 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -144.393537007538 0.00277770137984465 0.998558453610234 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "21" "12" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"2089" "Plq-D7-23" "Plq-D0-12" 0.549209435457836 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -156.720068094312 0.00286666438677686 0.998473273357044 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "23" "12" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"2095" "Plq-D7-24" "Plq-D0-12" 0.605057296584743 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -124.714348658668 0.00315406825792164 0.99841486499642 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "24" "12" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"21014" "Plq-D7-26" "Plq-D0-12" 0.874368103611843 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -46.782006816942 0.00262709029383147 0.997268659646589 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "26" "12" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"21115" "Plq-D7-27" "Plq-D0-12" 0.597815619173516 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -138.09059985113 0.0029011930488195 0.99844310756893 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "27" "12" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"21216" "Plq-D7-28" "Plq-D0-12" 0.533770571912667 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -166.213835234577 0.0027959994528337 0.998504364281935 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "28" "12" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"21314" "Plq-D7-29" "Plq-D0-12" 0.634229138470792 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -130.57690131396 0.00279026844495404 0.998573745847013 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "29" "12" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"21411" "Plq-D7-30" "Plq-D0-12" 0.598189730366701 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -128.532721993974 0.00311534127628202 0.998613024547411 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "30" "12" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"21510" "Plq-D7-31" "Plq-D0-12" 0.894039461824067 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -36.7513641340465 0.00280894333268455 0.997271961075459 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "31" "12" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"21610" "Plq-D7-32" "Plq-D0-12" 0.734827392889137 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -91.6379627063185 0.00286762229399241 0.997610457721821 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "32" "12" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"2386" "Plq-D28-10" "Plq-D0-13" 0.799614650993227 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -68.0136198849387 0.0028997243025388 0.99683539747722 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "10" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"2398" "Plq-D28-11" "Plq-D0-13" 0.487363536603567 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -175.325856454887 0.00291441688236509 0.998336172570809 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "11" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"2408" "Plq-D28-12" "Plq-D0-13" 0.439963134094557 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -203.58847287595 0.00274332654356544 0.998472795699103 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "12" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"24213" "Plq-D28-14" "Plq-D0-13" 0.819423011726511 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -66.2189008824036 0.00267783212131149 0.996746111547353 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "14" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"24313" "Plq-D28-15" "Plq-D0-13" 0.473874520856829 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -170.877795161677 0.00306795303111971 0.99811957047415 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "15" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"24410" "Plq-D28-16" "Plq-D0-13" 0.470985333101132 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -170.50202165264 0.00309242490190885 0.998250030685559 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "16" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"2453" "Plq-D28-17" "Plq-D0-13" 0.481982824569693 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -183.379253921081 0.00281694581999969 0.998552247377344 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "17" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"2463" "Plq-D28-18" "Plq-D0-13" 0.520630749189976 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -160.590994139604 0.00297417251802898 0.998256070602939 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "18" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"2473" "Plq-D28-19" "Plq-D0-13" 0.480939156615985 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -177.455280409775 0.00291504507732518 0.998229298219859 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "19" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"24811" "Plq-D28-1" "Plq-D0-13" 0.448961525288068 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -193.192075220627 0.00284295424154301 0.998197754969046 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "1" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"24912" "Plq-D28-20" "Plq-D0-13" 0.67435410719976 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -120.958610584704 0.00267940897598477 0.998451694123061 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "20" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"25010" "Plq-D28-21" "Plq-D0-13" 0.438798454580988 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -198.755871746691 0.0028159272440751 0.998480528752392 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "21" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"25114" "Plq-D28-23" "Plq-D0-13" 0.427808427574219 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -187.538729698518 0.00304213791295003 0.998327107336567 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "23" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"25210" "Plq-D28-24" "Plq-D0-13" 0.699928172593345 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -109.894949415708 0.00271660297668137 0.998469119298305 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "24" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"2535" "Plq-D28-26" "Plq-D0-13" 0.471505221178552 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -176.785411560188 0.00298025757611727 0.998371283327813 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "26" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"25412" "Plq-D28-27" "Plq-D0-13" 0.465554413613907 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -183.208952963788 0.0029075762510252 0.998248414226611 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "27" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"25513" "Plq-D28-28" "Plq-D0-13" 0.51982231655244 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -173.798027309138 0.00275408724683425 0.998477247089488 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "28" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"25610" "Plq-D28-29" "Plq-D0-13" 0.837303773470637 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -56.2752945951193 0.00283782228510956 0.997003058573772 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "29" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"25710" "Plq-D28-2" "Plq-D0-13" 0.620541349719721 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -116.361453616068 0.00324405435333451 0.998024229883257 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "2" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"25810" "Plq-D28-30" "Plq-D0-13" 0.519568852092456 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -151.560001848603 0.00315787762079625 0.998176790137997 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "30" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"2597" "Plq-D28-31" "Plq-D0-13" 0.584637498012837 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -147.668517474914 0.00280243799615508 0.998469362220425 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "31" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"26011" "Plq-D28-32" "Plq-D0-13" 0.548339299839763 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -138.443224248134 0.00324564212500201 0.997676460380605 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "32" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"26115" "Plq-D28-3" "Plq-D0-13" 0.489105668945409 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -173.077980490827 0.00294116215430721 0.998156074908951 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "3" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"26210" "Plq-D28-4" "Plq-D0-13" 0.491545415429595 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -153.562294502142 0.0032985719168548 0.998081687562148 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "4" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"26310" "Plq-D28-5" "Plq-D0-13" 0.492744129883458 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -177.424857804465 0.00284828747235522 0.998101129652321 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "5" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"26410" "Plq-D28-6" "Plq-D0-13" 0.451120793817544 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -174.581156955744 0.00313294294737976 0.99807359824744 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "6" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"26510" "Plq-D28-7" "Plq-D0-13" 0.54025918541505 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -167.542555464894 0.00273461402714801 0.998423407733572 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "7" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"2665" "Plq-D28-8" "Plq-D0-13" 0.437617579141202 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -170.870124348188 0.00327992713885703 0.998059137210699 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "8" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"26712" "Plq-D28-9" "Plq-D0-13" 0.454647598706394 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -201.058572983667 0.00270503678787309 0.99851843514448 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "9" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"2686" "Plq-D7-10" "Plq-D0-13" 0.672335307219021 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -112.643282697453 0.00289465493115303 0.998398740940469 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "10" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"2695" "Plq-D7-11" "Plq-D0-13" 0.601998047781867 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -134.836900301295 0.00294050695565023 0.998486890996143 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "11" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"27010" "Plq-D7-12" "Plq-D0-13" 0.623903255304072 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -123.025387404248 0.00304325603610799 0.998301008116575 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "12" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"27210" "Plq-D7-14" "Plq-D0-13" 0.616448046310568 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -123.905445737293 0.00308323961294275 0.998478224867118 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "14" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"27312" "Plq-D7-15" "Plq-D0-13" 0.802040851958734 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -73.5691329852746 0.00267648225163854 0.998947330662257 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "15" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"2749" "Plq-D7-16" "Plq-D0-13" 0.584055480642853 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -127.055115618343 0.00325924432577292 0.998159145282361 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "16" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"2756" "Plq-D7-17" "Plq-D0-13" 0.542311448309181 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -144.457430144126 0.00315589134272113 0.99820340149277 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "17" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"2766" "Plq-D7-18" "Plq-D0-13" 0.611244348377871 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -138.984498575413 0.00278670714342397 0.998553443383173 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "18" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"27710" "Plq-D7-19" "Plq-D0-13" 0.58662557743341 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -143.644489625175 0.00286562545462858 0.998256883320443 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "19" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"27810" "Plq-D7-20" "Plq-D0-13" 0.565069979579284 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -146.806761247608 0.00295279550709539 0.998560324602445 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "20" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"27912" "Plq-D7-21" "Plq-D0-13" 0.529042214290723 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -142.304848154527 0.0032966938940522 0.998177738295779 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "21" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"2809" "Plq-D7-23" "Plq-D0-13" 0.500940765611748 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -175.556299499883 0.0028328719302144 0.998269278637278 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "23" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"28113" "Plq-D7-24" "Plq-D0-13" 0.645579500820167 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -125.972532016871 0.00280074288420466 0.998396173471661 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "24" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"2828" "Plq-D7-26" "Plq-D0-13" 0.881797906677849 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -38.766292778562 0.00295911291235316 0.996511744202955 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "26" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"2835" "Plq-D7-27" "Plq-D0-13" 0.542694268600109 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -155.620391135044 0.00292663383178492 0.99813817021153 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "27" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"2845" "Plq-D7-28" "Plq-D0-13" 0.571885161518343 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -145.329559282981 0.00293376001403769 0.998247211400474 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "28" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"28511" "Plq-D7-29" "Plq-D0-13" 0.588405613555697 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -149.986506799161 0.00273352533328261 0.998397529541767 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "29" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"28610" "Plq-D7-30" "Plq-D0-13" 0.609314842535332 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -143.852434337678 0.00270687038010938 0.998704736150621 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "30" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"28710" "Plq-D7-31" "Plq-D0-13" 0.884484663952308 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -38.6471977557348 0.00291059257422648 0.996970910754812 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "31" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"2886" "Plq-D7-32" "Plq-D0-13" 0.791007961617908 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 7 -1 -68.3241311482736 0.00301830174968543 0.997230806208479 2 1 7 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "32" "13" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.7"
"31012" "Plq-D28-10" "Plq-D0-14" 0.792303903263841 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -71.0543965564938 0.00288177939366207 0.997066999089438 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "10" "14" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"31113" "Plq-D28-11" "Plq-D0-14" 0.607709769567692 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -132.039249505458 0.00295967438389955 0.998502953998317 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "11" "14" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"31210" "Plq-D28-12" "Plq-D0-14" 0.633369076400568 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -123.791313930449 0.0029504638974483 0.998610878970048 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "12" "14" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"3135" "Plq-D28-13" "Plq-D0-14" 0.596143981284306 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -132.237280647425 0.00304257405320816 0.998485700248966 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "13" "14" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"31510" "Plq-D28-15" "Plq-D0-14" 0.711744637632006 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -94.2081366715347 0.00304262484067931 0.998384654462929 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "15" "14" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"31610" "Plq-D28-16" "Plq-D0-14" 0.623332020191275 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -122.471297966547 0.0030607628204541 0.998187615580038 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "16" "14" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"3176" "Plq-D28-17" "Plq-D0-14" 0.680563861180158 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -100.093292904639 0.00317676641625344 0.998536872571833 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "17" "14" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"3186" "Plq-D28-18" "Plq-D0-14" 0.724301021622719 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -92.8796153723235 0.00295298971176651 0.998573570250021 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "18" "14" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"3196" "Plq-D28-19" "Plq-D0-14" 0.581346384402447 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -143.649260423686 0.00290395671067985 0.998497618194006 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "19" "14" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"3207" "Plq-D28-1" "Plq-D0-14" 0.735083951124827 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -97.5048564814065 0.00270187206969006 0.998529599511077 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "1" "14" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"32112" "Plq-D28-20" "Plq-D0-14" 0.623232621309128 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -123.490331173477 0.00304029827221128 0.998680061810648 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "20" "14" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"32210" "Plq-D28-21" "Plq-D0-14" 0.729958139241263 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -89.8321627988175 0.00299111725262555 0.998656671229473 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "21" "14" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"32310" "Plq-D28-23" "Plq-D0-14" 0.697139167488369 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -88.0800199635041 0.00342159694007539 0.998513494277274 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "23" "14" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
"3246" "Plq-D28-24" "Plq-D0-14" 0.555758338338842 "Flancman" "Flancman.Dental_Prophylaxis.Oral_Plaque" 28 -1 -160.364305529958 0.00276171290206296 0.998638509951294 3 1 28 "Dental_Prophylaxis" "Flancman.Dental_Prophylaxis.Oral_Plaque" "Mammal" "24" "14" "Death" "Flancman.Dental_Prophylaxis.Oral_Plaque.28"
