"col" "row" "value" "Study" "Time_series" "Time_since_dist" "Time_since_dist." "Rank" "Rank." "Disturbance" "Environment" "Experimental_unit" "Experimental_unit." "Selective_Factor" "Time_series_Time" "Time" "nmodel.means" "nmodel.sds" "nmodel.Zscores"
"528" "D03D" "A01A" 0.523170777411546 "deVries" "deVries.Drought.mixDM" 60 -1 4 1 "Drought" "Soil" "36" "1" "Drought" "deVries.Drought.mixDM.60" 60 0.995767207565308 0.00283749958023066 -166.553832623067
"736" "D05B" "A01A" 0.522943833885016 "deVries" "deVries.Drought.mixDM" 0 -1 2 1 "Drought" "Soil" "36" "1" "Drought" "deVries.Drought.mixDM.0" 0 0.99556276008737 0.00270250302111143 -174.881923354144
"839" "D05C" "A01A" 0.496903137378789 "deVries" "deVries.Drought.mixDM" 7 -1 3 1 "Drought" "Soil" "36" "1" "Drought" "deVries.Drought.mixDM.7" 7 0.995508316066813 0.00272938035446568 -182.6807238032
"943" "G03D" "A01A" 0.435517942891688 "deVries" "deVries.Drought.mixDM" 60 -1 4 1 "Drought" "Soil" "39" "1" "Drought" "deVries.Drought.mixDM.60" 60 0.994199723137841 0.00295022612793993 -189.369138506094
"1113" "G05B" "A01A" 0.480814430741183 "deVries" "deVries.Drought.mixDM" 0 -1 2 1 "Drought" "Soil" "39" "1" "Drought" "deVries.Drought.mixDM.0" 0 0.994482391936822 0.00280026622190398 -183.435402383414
"1214" "G05C" "A01A" 0.482458139635017 "deVries" "deVries.Drought.mixDM" 7 -1 3 1 "Drought" "Soil" "39" "1" "Drought" "deVries.Drought.mixDM.7" 7 0.994824210822585 0.00290158800896528 -176.581261572789
"1317" "G06D" "A01A" 0.471323149386318 "deVries" "deVries.Drought.mixDM" 60 -1 4 1 "Drought" "Soil" "63" "1" "Drought" "deVries.Drought.mixDM.60" 60 0.994427435334843 0.00282820473953427 -184.959836406563
"1515" "G08B" "A01A" 0.531756662161443 "deVries" "deVries.Drought.mixDM" 0 -1 2 1 "Drought" "Soil" "63" "1" "Drought" "deVries.Drought.mixDM.0" 0 0.996080720098852 0.00273168549615174 -169.977128989236
"1616" "G10C" "A01A" 0.459466745565645 "deVries" "deVries.Drought.mixDM" 7 -1 3 1 "Drought" "Soil" "63" "1" "Drought" "deVries.Drought.mixDM.7" 7 0.995701802420455 0.00285216291174821 -188.009967679626
"2213" "D05A" "A01B" 0.525617802289947 "deVries" "deVries.Drought.mixDM" -1 0 1 2 "Drought" "Soil" "36" "1" "Drought" "deVries.Drought.mixDM.-1" 0 0.996618523262791 0.00277905328440314 -169.482436200932
"2614" "G05A" "A01B" 0.614357159544913 "deVries" "deVries.Drought.mixDM" -1 0 1 2 "Drought" "Soil" "39" "1" "Drought" "deVries.Drought.mixDM.-1" 0 0.997748801195216 0.00242050434311806 -158.393288051871
"3014" "G08A" "A01B" 0.42842824435808 "deVries" "deVries.Drought.mixDM" -1 0 1 2 "Drought" "Soil" "63" "1" "Drought" "deVries.Drought.mixDM.-1" 0 0.99526598244225 0.00283731783872535 -199.779429131147
"3814" "D05A" "A01C" 0.478967317855044 "deVries" "deVries.Drought.mixDM" -1 7 1 3 "Drought" "Soil" "36" "1" "Drought" "deVries.Drought.mixDM.-1" 7 0.996991481795045 0.00282238152266908 -183.541509104735
"4212" "G05A" "A01C" 0.574359906043278 "deVries" "deVries.Drought.mixDM" -1 7 1 3 "Drought" "Soil" "39" "1" "Drought" "deVries.Drought.mixDM.-1" 7 0.997884135973771 0.00273019193367139 -155.126174356893
"4611" "G08A" "A01C" 0.411961694817894 "deVries" "deVries.Drought.mixDM" -1 7 1 3 "Drought" "Soil" "63" "1" "Drought" "deVries.Drought.mixDM.-1" 7 0.995814559318032 0.00294658192133943 -198.145811006244
"5412" "D05A" "B06C" 0.471529007211681 "deVries" "deVries.Drought.mixDM" -1 60 1 4 "Drought" "Soil" "36" "1" "Drought" "deVries.Drought.mixDM.-1" 60 0.997288604728775 0.00292026017350833 -180.038615150327
"5810" "G05A" "B06C" 0.547019247860866 "deVries" "deVries.Drought.mixDM" -1 60 1 4 "Drought" "Soil" "39" "1" "Drought" "deVries.Drought.mixDM.-1" 60 0.998117705217933 0.00263752592902397 -171.030909077735
"6210" "G08A" "B06C" 0.412586416348698 "deVries" "deVries.Drought.mixDM" -1 60 1 4 "Drought" "Soil" "63" "1" "Drought" "deVries.Drought.mixDM.-1" 60 0.996029149421575 0.0029105146196821 -200.460334102909
"7410" "G05A" "D03D" 0.554493116327637 "deVries" "deVries.Drought.mixDM" -1 60 1 4 "Drought" "Soil" "39" "36" "Drought" "deVries.Drought.mixDM.-1" 60 0.99801041083398 0.00282074122090754 -157.234308209119
"782" "G08A" "D03D" 0.477996492802985 "deVries" "deVries.Drought.mixDM" -1 60 1 4 "Drought" "Soil" "63" "36" "Drought" "deVries.Drought.mixDM.-1" 60 0.996176551287196 0.00289679315313598 -178.88058659737
"894" "G03D" "D05A" 0.537076022271321 "deVries" "deVries.Drought.mixDM" 60 -1 4 1 "Drought" "Soil" "39" "36" "Drought" "deVries.Drought.mixDM.60" 60 0.996569078179645 0.00279087865517024 -164.641001161799
"9111" "G05B" "D05A" 0.531244093188695 "deVries" "deVries.Drought.mixDM" 0 -1 2 1 "Drought" "Soil" "39" "36" "Drought" "deVries.Drought.mixDM.0" 0 0.996639996964091 0.00281466343037152 -165.346911020891
"9211" "G05C" "D05A" 0.539748121822132 "deVries" "deVries.Drought.mixDM" 7 -1 3 1 "Drought" "Soil" "39" "36" "Drought" "deVries.Drought.mixDM.7" 7 0.996779938911828 0.00276407093134368 -165.347354840681
"9310" "G06D" "D05A" 0.522918060969126 "deVries" "deVries.Drought.mixDM" 60 -1 4 1 "Drought" "Soil" "63" "36" "Drought" "deVries.Drought.mixDM.60" 60 0.996737773477089 0.00261947472471916 -180.883483255889
"952" "G08B" "D05A" 0.48244062881053 "deVries" "deVries.Drought.mixDM" 0 -1 2 1 "Drought" "Soil" "63" "36" "Drought" "deVries.Drought.mixDM.0" 0 0.997261640489953 0.00296712974533161 -173.508088916377
"9611" "G10C" "D05A" 0.462972998965381 "deVries" "deVries.Drought.mixDM" 7 -1 3 1 "Drought" "Soil" "63" "36" "Drought" "deVries.Drought.mixDM.7" 7 0.997073646599434 0.00294192738959143 -181.547868762399
"1061" "G05A" "D05B" 0.54914747716669 "deVries" "deVries.Drought.mixDM" -1 0 1 2 "Drought" "Soil" "39" "36" "Drought" "deVries.Drought.mixDM.-1" 0 0.997862265418566 0.0027397445426096 -163.779790879509
"1101" "G08A" "D05B" 0.449465243522006 "deVries" "deVries.Drought.mixDM" -1 0 1 2 "Drought" "Soil" "63" "36" "Drought" "deVries.Drought.mixDM.-1" 0 0.996077420695725 0.00283580811068979 -192.753584106492
"12211" "G05A" "D05C" 0.596975635323078 "deVries" "deVries.Drought.mixDM" -1 7 1 3 "Drought" "Soil" "39" "36" "Drought" "deVries.Drought.mixDM.-1" 7 0.997806164181057 0.00267769028405474 -149.69264042405
"1262" "G08A" "D05C" 0.458044961207588 "deVries" "deVries.Drought.mixDM" -1 7 1 3 "Drought" "Soil" "63" "36" "Drought" "deVries.Drought.mixDM.-1" 7 0.995965002438669 0.00288056854744604 -186.740927136766
"1422" "G08A" "G03D" 0.419479844135426 "deVries" "deVries.Drought.mixDM" -1 60 1 4 "Drought" "Soil" "63" "39" "Drought" "deVries.Drought.mixDM.-1" 60 0.99508547506589 0.00281853336578493 -204.221684198571
"1571" "G06D" "G05A" 0.604399198454149 "deVries" "deVries.Drought.mixDM" 60 -1 4 1 "Drought" "Soil" "63" "39" "Drought" "deVries.Drought.mixDM.60" 60 0.997591552767647 0.00242384809670752 -162.218232589575
"1591" "G08B" "G05A" 0.524719625661663 "deVries" "deVries.Drought.mixDM" 0 -1 2 1 "Drought" "Soil" "63" "39" "Drought" "deVries.Drought.mixDM.0" 0 0.998141903911514 0.00268444903637505 -176.357335093661
"16010" "G10C" "G05A" 0.547691826970133 "deVries" "deVries.Drought.mixDM" 7 -1 3 1 "Drought" "Soil" "63" "39" "Drought" "deVries.Drought.mixDM.7" 7 0.997879034662727 0.00278250499837647 -161.792057141054
"1742" "G08A" "G05B" 0.423368891488487 "deVries" "deVries.Drought.mixDM" -1 0 1 2 "Drought" "Soil" "63" "39" "Drought" "deVries.Drought.mixDM.-1" 0 0.994998676501461 0.00288445259372792 -198.176176046696
"1901" "G08A" "G05C" 0.442869200082716 "deVries" "deVries.Drought.mixDM" -1 7 1 3 "Drought" "Soil" "63" "39" "Drought" "deVries.Drought.mixDM.-1" 7 0.995445806843578 0.00295901043499104 -186.743716827256
"3105" "D02A" "C04B" 0.460953007428093 "deVries" "deVries.Drought.mixH" -1 0 1 2 "Drought" "Soil" "12" "27" "Drought" "deVries.Drought.mixH.-1" 0 0.99795231385317 0.00278438680296514 -192.860886229319
"633" "D07A" "C04B" 0.520034769246536 "deVries" "deVries.Drought.mixH" -1 0 1 2 "Drought" "Soil" "52" "27" "Drought" "deVries.Drought.mixH.-1" 0 0.997217815469548 0.0028639678170837 -166.616064390317
"738" "E01A" "C04B" 0.54921636933423 "deVries" "deVries.Drought.mixH" -1 0 1 2 "Drought" "Soil" "5" "27" "Drought" "deVries.Drought.mixH.-1" 0 0.996990002059365 0.00269128840619417 -166.378910448451
"840" "F06A" "C04B" 0.509685459842656 "deVries" "deVries.Drought.mixH" -1 0 1 2 "Drought" "Soil" "46" "27" "Drought" "deVries.Drought.mixH.-1" 0 0.997327662149307 0.00281550991142692 -173.198538683002
"1416" "D02A" "C04C" 0.42156568634831 "deVries" "deVries.Drought.mixH" -1 7 1 3 "Drought" "Soil" "12" "27" "Drought" "deVries.Drought.mixH.-1" 7 0.997482698525141 0.00284263667072606 -202.599585837937
"1720" "D07A" "C04C" 0.456588399369311 "deVries" "deVries.Drought.mixH" -1 7 1 3 "Drought" "Soil" "52" "27" "Drought" "deVries.Drought.mixH.-1" 7 0.996437871233477 0.00304219761337476 -177.4537819275
"1826" "E01A" "C04C" 0.466524168205264 "deVries" "deVries.Drought.mixH" -1 7 1 3 "Drought" "Soil" "5" "27" "Drought" "deVries.Drought.mixH.-1" 7 0.996219600389342 0.00271156662678236 -195.346640924192
"1930" "F06A" "C04C" 0.455109313143581 "deVries" "deVries.Drought.mixH" -1 7 1 3 "Drought" "Soil" "46" "27" "Drought" "deVries.Drought.mixH.-1" 7 0.996762772332688 0.00295060309315152 -183.573812569474
"3113" "F06B" "D02A" 0.497596581880426 "deVries" "deVries.Drought.mixH" 0 -1 2 1 "Drought" "Soil" "46" "12" "Drought" "deVries.Drought.mixH.0" 0 0.996752845317137 0.00263386848850776 -189.514497635193
"3213" "F08C" "D02A" 0.578803256600854 "deVries" "deVries.Drought.mixH" 7 -1 3 1 "Drought" "Soil" "46" "12" "Drought" "deVries.Drought.mixH.7" 7 0.996594518356759 0.00288604773536237 -144.762422546503
"3311" "G11C" "D02A" 0.471965424990603 "deVries" "deVries.Drought.mixH" 7 -1 3 1 "Drought" "Soil" "71" "12" "Drought" "deVries.Drought.mixH.7" 7 0.997305964202405 0.00273086265089668 -192.371644556824
"3915" "D07A" "D02B" 0.514021745561869 "deVries" "deVries.Drought.mixH" -1 0 1 2 "Drought" "Soil" "52" "12" "Drought" "deVries.Drought.mixH.-1" 0 0.997547304717037 0.0026886723478352 -179.838037738024
"4016" "E01A" "D02B" 0.568170079236375 "deVries" "deVries.Drought.mixH" -1 0 1 2 "Drought" "Soil" "5" "12" "Drought" "deVries.Drought.mixH.-1" 0 0.997113372208493 0.00268388904879351 -159.821544472914
"4113" "F06A" "D02B" 0.525096992337622 "deVries" "deVries.Drought.mixH" -1 0 1 2 "Drought" "Soil" "46" "12" "Drought" "deVries.Drought.mixH.-1" 0 0.997351622259654 0.00286684630236909 -164.729664625471
"5014" "D07A" "D02C" 0.502636552385384 "deVries" "deVries.Drought.mixH" -1 7 1 3 "Drought" "Soil" "52" "12" "Drought" "deVries.Drought.mixH.-1" 7 0.996859983095135 0.00278339700208042 -177.561242733375
"5114" "E01A" "D02C" 0.506437022324053 "deVries" "deVries.Drought.mixH" -1 7 1 3 "Drought" "Soil" "5" "12" "Drought" "deVries.Drought.mixH.-1" 7 0.996326501761554 0.00258494811757763 -189.516174853281
"5210" "F06A" "D02C" 0.505018368497721 "deVries" "deVries.Drought.mixH" -1 7 1 3 "Drought" "Soil" "46" "12" "Drought" "deVries.Drought.mixH.-1" 7 0.99683359519215 0.00286198809857857 -171.843910510562
"6412" "F06B" "D07A" 0.422784686129348 "deVries" "deVries.Drought.mixH" 0 -1 2 1 "Drought" "Soil" "46" "52" "Drought" "deVries.Drought.mixH.0" 0 0.995294436203285 0.00283957874479415 -201.617846000407
"6511" "F08C" "D07A" 0.546691147032677 "deVries" "deVries.Drought.mixH" 7 -1 3 1 "Drought" "Soil" "46" "52" "Drought" "deVries.Drought.mixH.7" 7 0.99542798122027 0.00281518884126799 -159.398484254249
"6613" "G11C" "D07A" 0.475566801737798 "deVries" "deVries.Drought.mixH" 7 -1 3 1 "Drought" "Soil" "71" "52" "Drought" "deVries.Drought.mixH.7" 7 0.996359082995814 0.00286842649933444 -181.56026705891
"7514" "F06B" "E01A" 0.407191124950053 "deVries" "deVries.Drought.mixH" 0 -1 2 1 "Drought" "Soil" "46" "5" "Drought" "deVries.Drought.mixH.0" 0 0.994632614967877 0.00287451382293095 -204.362033444267
"7612" "F08C" "E01A" 0.51760568448971 "deVries" "deVries.Drought.mixH" 7 -1 3 1 "Drought" "Soil" "46" "5" "Drought" "deVries.Drought.mixH.7" 7 0.994781708086386 0.00276363362379481 -172.662548135254
"7712" "G11C" "E01A" 0.468616328846656 "deVries" "deVries.Drought.mixH" 7 -1 3 1 "Drought" "Soil" "71" "5" "Drought" "deVries.Drought.mixH.7" 7 0.995761964910333 0.00293391142411485 -179.673330193571
"889" "G11C" "F06A" 0.507156349028624 "deVries" "deVries.Drought.mixH" 7 -1 3 1 "Drought" "Soil" "71" "46" "Drought" "deVries.Drought.mixH.7" 7 0.996407308571937 0.00296384078229975 -165.073293567303
"530" "D01A" "A03D" 0.477257419729334 "deVries" "deVries.Drought.mixLL" -1 60 1 4 "Drought" "Soil" "4" "33" "Drought" "deVries.Drought.mixLL.-1" 60 0.995408943718601 0.00290244234212867 -178.52258991276
"1149" "H05A" "A03D" 0.481510844202579 "deVries" "deVries.Drought.mixLL" -1 60 1 4 "Drought" "Soil" "40" "33" "Drought" "deVries.Drought.mixLL.-1" 60 0.995419738624387 0.00292755768864215 -175.541850606594
"1931" "D01B" "A05A" 0.474468857056456 "deVries" "deVries.Drought.mixLL" 0 -1 2 1 "Drought" "Soil" "4" "33" "Drought" "deVries.Drought.mixLL.0" 0 0.994846383702145 0.00295258211926948 -176.244895357708
"2032" "D01C" "A05A" 0.434645092592322 "deVries" "deVries.Drought.mixLL" 7 -1 3 1 "Drought" "Soil" "4" "33" "Drought" "deVries.Drought.mixLL.7" 7 0.996123520708502 0.00289701129766647 -193.812992227006
"2115" "D11C" "A05A" 0.496584455352819 "deVries" "deVries.Drought.mixLL" 7 -1 3 1 "Drought" "Soil" "68" "33" "Drought" "deVries.Drought.mixLL.7" 7 0.9957019198283 0.00274241386435413 -181.999322189479
"2215" "E06C" "A05A" 0.444110267697732 "deVries" "deVries.Drought.mixLL" 60 -1 4 1 "Drought" "Soil" "4" "33" "Drought" "deVries.Drought.mixLL.60" 60 0.996317959298639 0.00289643786751117 -190.650625651226
"2315" "H03D" "A05A" 0.427271459938173 "deVries" "deVries.Drought.mixLL" 60 -1 4 1 "Drought" "Soil" "40" "33" "Drought" "deVries.Drought.mixLL.60" 60 0.995733294430179 0.0029272630503836 -194.19567859387
"2515" "H05B" "A05A" 0.438967909074962 "deVries" "deVries.Drought.mixLL" 0 -1 2 1 "Drought" "Soil" "40" "33" "Drought" "deVries.Drought.mixLL.0" 0 0.996454573315209 0.0028548215346234 -195.278989414583
"2616" "H05C" "A05A" 0.473955188571698 "deVries" "deVries.Drought.mixLL" 7 -1 3 1 "Drought" "Soil" "40" "33" "Drought" "deVries.Drought.mixLL.7" 7 0.995933742457704 0.00282177232335636 -184.982519519908
"3114" "D01A" "A05B" 0.449900869669577 "deVries" "deVries.Drought.mixLL" -1 0 1 2 "Drought" "Soil" "4" "33" "Drought" "deVries.Drought.mixLL.-1" 0 0.994890928033799 0.00292500306013134 -186.321192545949
"3715" "H05A" "A05B" 0.509856522230715 "deVries" "deVries.Drought.mixLL" -1 0 1 2 "Drought" "Soil" "40" "33" "Drought" "deVries.Drought.mixLL.-1" 0 0.994995418821838 0.00297810187848353 -162.90204848135
"4415" "D01A" "A05C" 0.473628733585935 "deVries" "deVries.Drought.mixLL" -1 7 1 3 "Drought" "Soil" "4" "33" "Drought" "deVries.Drought.mixLL.-1" 7 0.995331707763619 0.00276625859511136 -188.595157047015
"5015" "H05A" "A05C" 0.49364646771067 "deVries" "deVries.Drought.mixLL" -1 7 1 3 "Drought" "Soil" "40" "33" "Drought" "deVries.Drought.mixLL.-1" 7 0.99525815553629 0.00293690380184294 -170.796090600875
"6015" "D11C" "D01A" 0.482197452131386 "deVries" "deVries.Drought.mixLL" 7 -1 3 1 "Drought" "Soil" "68" "4" "Drought" "deVries.Drought.mixLL.7" 7 0.99530221069889 0.0027945271352497 -183.610583735361
"6213" "H03D" "D01A" 0.439160743602247 "deVries" "deVries.Drought.mixLL" 60 -1 4 1 "Drought" "Soil" "40" "4" "Drought" "deVries.Drought.mixLL.60" 60 0.995516445419768 0.00274945487696053 -202.351275694534
"6413" "H05B" "D01A" 0.476715454221328 "deVries" "deVries.Drought.mixLL" 0 -1 2 1 "Drought" "Soil" "40" "4" "Drought" "deVries.Drought.mixLL.0" 0 0.99603108893615 0.00287076906098426 -180.897739833093
"6512" "H05C" "D01A" 0.474477135863977 "deVries" "deVries.Drought.mixLL" 7 -1 3 1 "Drought" "Soil" "40" "4" "Drought" "deVries.Drought.mixLL.7" 7 0.99532044738374 0.00278261700401275 -187.177506199619
"7613" "H05A" "D01B" 0.50993575661746 "deVries" "deVries.Drought.mixLL" -1 0 1 2 "Drought" "Soil" "40" "4" "Drought" "deVries.Drought.mixLL.-1" 0 0.994144933362561 0.00301621594187175 -160.5353151355
"895" "H05A" "D01C" 0.484605237170975 "deVries" "deVries.Drought.mixLL" -1 7 1 3 "Drought" "Soil" "40" "4" "Drought" "deVries.Drought.mixLL.-1" 7 0.995813434056277 0.00282768825410914 -180.786618235735
"10213" "H05A" "D11C" 0.517555540898983 "deVries" "deVries.Drought.mixLL" -1 7 1 3 "Drought" "Soil" "40" "68" "Drought" "deVries.Drought.mixLL.-1" 7 0.995232191829528 0.00278173410662234 -171.719018648606
"1154" "H05A" "E06C" 0.508788330671692 "deVries" "deVries.Drought.mixLL" -1 60 1 4 "Drought" "Soil" "40" "4" "Drought" "deVries.Drought.mixLL.-1" 60 0.99609623109454 0.00278377182693074 -175.053104463713
"4100" "E11C" "C02A" 0.534025181728152 "deVries" "deVries.Drought.mixLM" 7 -1 2 1 "Drought" "Soil" "69" "11" "Drought" "deVries.Drought.mixLM.7" 7 0.997356139086097 0.00271658679656842 -170.556287008102
"740" "F05C" "C02A" 0.52176261990136 "deVries" "deVries.Drought.mixLM" 7 -1 2 1 "Drought" "Soil" "38" "11" "Drought" "deVries.Drought.mixLM.7" 7 0.997343839371315 0.00268321117085044 -177.243306317639
"947" "H04C" "C02A" 0.53639049370218 "deVries" "deVries.Drought.mixLM" 7 -1 2 1 "Drought" "Soil" "32" "11" "Drought" "deVries.Drought.mixLM.7" 7 0.99746286895035 0.00291103051918241 -158.388025206162
"1319" "C07A" "C02C" 0.565364677140569 "deVries" "deVries.Drought.mixLM" -1 7 1 2 "Drought" "Soil" "51" "11" "Drought" "deVries.Drought.mixLM.-1" 7 0.997081415274674 0.00289206952753797 -149.276057862145
"1517" "F01A" "C02C" 0.614963616497831 "deVries" "deVries.Drought.mixLM" -1 7 1 2 "Drought" "Soil" "6" "11" "Drought" "deVries.Drought.mixLM.-1" 7 0.996932863029895 0.00265410392952778 -143.916461703903
"1619" "F05A" "C02C" 0.612577064967734 "deVries" "deVries.Drought.mixLM" -1 7 1 2 "Drought" "Soil" "38" "11" "Drought" "deVries.Drought.mixLM.-1" 7 0.997147727329973 0.00256611701950301 -149.864818883716
"1828" "G03A" "C02C" 0.571968770107921 "deVries" "deVries.Drought.mixLM" -1 7 1 2 "Drought" "Soil" "23" "11" "Drought" "deVries.Drought.mixLM.-1" 7 0.9976605460623 0.00292621035580377 -145.475452614018
"2033" "H08A" "C02C" 0.562211713950494 "deVries" "deVries.Drought.mixLM" -1 7 1 2 "Drought" "Soil" "64" "11" "Drought" "deVries.Drought.mixLM.-1" 7 0.997405362384034 0.00273137184475902 -159.331527586987
"2417" "E11C" "C07A" 0.443257473924717 "deVries" "deVries.Drought.mixLM" 7 -1 2 1 "Drought" "Soil" "69" "51" "Drought" "deVries.Drought.mixLM.7" 7 0.995949363070993 0.00276122671011538 -200.161720557592
"2716" "F05C" "C07A" 0.393294874703697 "deVries" "deVries.Drought.mixLM" 7 -1 2 1 "Drought" "Soil" "38" "51" "Drought" "deVries.Drought.mixLM.7" 7 0.995858076873733 0.0028627422589546 -210.484614982446
"2916" "H04C" "C07A" 0.478541456361045 "deVries" "deVries.Drought.mixLM" 7 -1 2 1 "Drought" "Soil" "32" "51" "Drought" "deVries.Drought.mixLM.7" 7 0.995931070455578 0.00284291382861649 -181.992717783614
"3516" "F01A" "E11C" 0.466410599492466 "deVries" "deVries.Drought.mixLM" -1 7 1 2 "Drought" "Soil" "6" "69" "Drought" "deVries.Drought.mixLM.-1" 7 0.995284642710408 0.00284504503527666 -185.89303039504
"3616" "F05A" "E11C" 0.453068376057028 "deVries" "deVries.Drought.mixLM" -1 7 1 2 "Drought" "Soil" "38" "69" "Drought" "deVries.Drought.mixLM.-1" 7 0.995639712236523 0.00285038184113354 -190.350404408879
"3817" "G03A" "E11C" 0.489416415182961 "deVries" "deVries.Drought.mixLM" -1 7 1 2 "Drought" "Soil" "23" "69" "Drought" "deVries.Drought.mixLM.-1" 7 0.996902437915246 0.0028477906363923 -178.203417149791
"4017" "H08A" "E11C" 0.4400320361537 "deVries" "deVries.Drought.mixLM" -1 7 1 2 "Drought" "Soil" "64" "69" "Drought" "deVries.Drought.mixLM.-1" 7 0.996155483652717 0.00301203438151861 -184.633831177793
"4710" "F05C" "F01A" 0.439650940126795 "deVries" "deVries.Drought.mixLM" 7 -1 2 1 "Drought" "Soil" "38" "6" "Drought" "deVries.Drought.mixLM.7" 7 0.995412000528806 0.00275519107872592 -201.714162292878
"4913" "H04C" "F01A" 0.481245451827125 "deVries" "deVries.Drought.mixLM" 7 -1 2 1 "Drought" "Soil" "32" "6" "Drought" "deVries.Drought.mixLM.7" 7 0.995620403435579 0.00264011479929756 -194.830524697377
"5917" "H04C" "F05A" 0.497343541691815 "deVries" "deVries.Drought.mixLM" 7 -1 2 1 "Drought" "Soil" "32" "38" "Drought" "deVries.Drought.mixLM.7" 7 0.995591758599472 0.00286639693990398 -173.823872741208
"685" "G03A" "F05C" 0.507394153446116 "deVries" "deVries.Drought.mixLM" -1 7 1 2 "Drought" "Soil" "23" "38" "Drought" "deVries.Drought.mixLM.-1" 7 0.996948255861561 0.0027496053714779 -178.045223323197
"7015" "H08A" "F05C" 0.411097704399978 "deVries" "deVries.Drought.mixLM" -1 7 1 2 "Drought" "Soil" "64" "38" "Drought" "deVries.Drought.mixLM.-1" 7 0.996289442592227 0.00284242783360303 -205.877430298895
"794" "H04C" "G03A" 0.512066155477756 "deVries" "deVries.Drought.mixLM" 7 -1 2 1 "Drought" "Soil" "32" "23" "Drought" "deVries.Drought.mixLM.7" 7 0.996979405902989 0.00294096305814558 -164.88246905454
"9014" "H08A" "H04C" 0.468583496671381 "deVries" "deVries.Drought.mixLM" -1 7 1 2 "Drought" "Soil" "64" "32" "Drought" "deVries.Drought.mixLM.-1" 7 0.996348187718315 0.00288147950928334 -183.157537420141
"4101" "C01B" "A02D" 0.494619682980242 "deVries" "deVries.Drought.mixRL" 0 60 1 3 "Drought" "Soil" "3" "25" "Drought" "deVries.Drought.mixRL.0" 60 0.996402215708826 0.00284487360594637 -176.381309763554
"845" "E05B" "A02D" 0.474889406952022 "deVries" "deVries.Drought.mixRL" 0 60 1 3 "Drought" "Soil" "37" "25" "Drought" "deVries.Drought.mixRL.0" 60 0.996965404240605 0.00283740007507406 -183.998020538206
"1518" "C01C" "A04B" 0.589370449243018 "deVries" "deVries.Drought.mixRL" 7 0 2 1 "Drought" "Soil" "3" "25" "Drought" "deVries.Drought.mixRL.7" 7 0.998296447927229 0.00259294737058327 -157.707018400541
"1620" "D06C" "A04B" 0.677601118847903 "deVries" "deVries.Drought.mixRL" 60 0 3 1 "Drought" "Soil" "3" "25" "Drought" "deVries.Drought.mixRL.60" 60 0.998003259380702 0.00222011835347821 -144.317594614194
"1725" "E03D" "A04B" 0.640724455885589 "deVries" "deVries.Drought.mixRL" 60 0 3 1 "Drought" "Soil" "37" "25" "Drought" "deVries.Drought.mixRL.60" 60 0.997990885883496 0.00236119843752628 -151.307244795655
"1933" "E05C" "A04B" 0.607744846766752 "deVries" "deVries.Drought.mixRL" 7 0 2 1 "Drought" "Soil" "37" "25" "Drought" "deVries.Drought.mixRL.7" 7 0.998200924141993 0.00257691650505234 -151.520655252007
"2034" "F11C" "A04B" 0.668931490238788 "deVries" "deVries.Drought.mixRL" 7 0 2 1 "Drought" "Soil" "70" "25" "Drought" "deVries.Drought.mixRL.7" 7 0.998210558786958 0.00212672605804471 -154.829093903568
"2418" "C01B" "A04C" 0.477805281810558 "deVries" "deVries.Drought.mixRL" 0 7 1 2 "Drought" "Soil" "3" "25" "Drought" "deVries.Drought.mixRL.0" 7 0.994875706471989 0.00287260670875984 -180.000423686492
"2816" "E05B" "A04C" 0.501670398959202 "deVries" "deVries.Drought.mixRL" 0 7 1 2 "Drought" "Soil" "37" "25" "Drought" "deVries.Drought.mixRL.0" 7 0.996126730661506 0.00283370477202122 -174.4911243346
"3717" "E03D" "C01B" 0.442195033128976 "deVries" "deVries.Drought.mixRL" 60 0 3 1 "Drought" "Soil" "37" "3" "Drought" "deVries.Drought.mixRL.60" 60 0.995339185293789 0.00293356026535989 -188.557282663137
"3918" "E05C" "C01B" 0.484534567626212 "deVries" "deVries.Drought.mixRL" 7 0 2 1 "Drought" "Soil" "37" "3" "Drought" "deVries.Drought.mixRL.7" 7 0.99633711444526 0.00284885776566326 -179.651842569225
"4018" "F11C" "C01B" 0.514540559348062 "deVries" "deVries.Drought.mixRL" 7 0 2 1 "Drought" "Soil" "70" "3" "Drought" "deVries.Drought.mixRL.7" 7 0.995550250512881 0.00286879600685946 -167.669534541563
"4816" "E05B" "C01C" 0.493556372793173 "deVries" "deVries.Drought.mixRL" 0 7 1 2 "Drought" "Soil" "37" "3" "Drought" "deVries.Drought.mixRL.0" 7 0.996837047609282 0.00301932456601046 -166.686510116106
"5813" "E05B" "D06C" 0.489413444901845 "deVries" "deVries.Drought.mixRL" 0 60 1 3 "Drought" "Soil" "37" "3" "Drought" "deVries.Drought.mixRL.0" 60 0.99580457566005 0.00272663011083206 -185.720508530464
"8014" "F11C" "E05B" 0.54657469779707 "deVries" "deVries.Drought.mixRL" 7 0 2 1 "Drought" "Soil" "70" "37" "Drought" "deVries.Drought.mixRL.7" 7 0.99624967858282 0.00288730410988726 -155.742160739455
"580" "B07A" "B03D" 0.47244126999633 "deVries" "deVries.Drought.mixRM" -1 60 1 4 "Drought" "Soil" "50" "34" "Drought" "deVries.Drought.mixRM.-1" 60 0.995058562888579 0.00288170361171551 -181.357059333776
